id,label,reason,retried
T093,externally-directed,규칙 본문이 기간제교원(교사)에게 적용대상·봉급 산정·제한 및 경력 합산 신청 절차 등 외부 행위자(기간제교원 및 소속 학교 등)에 대한 권리·의무 및 급여 기준을 직접 규정하고 있으므로 외부 지향적이다.,False
T094,externally-directed,규정 본문이 특정 교원들에게 수당 지급액과 지급대상(순회교원·복식수업담당교원)을 직접 규정하여 교육청 소속 교원 등 행정기관 외의 개별 교원들의 권리·의무(수당 지급)를 정하고 있으므로 외부 지향적이다.,False
T095,externally-directed,"본문은 대학에 대한 사업 신청·협약, 사업비 지급·사용용도, 지원·적격 요건 등 대학(외부 기관)과 학생·교원 등 외부 행위자에 대한 권리·의무를 직접 규정하고 있으므로 외부 지향적이다.",False
T096,externally-directed,"The rule sets procedures and forms for nominating and selecting individual teachers for the 대한민국 스승상, including information to be provided by nominators (students, parents, schools, institutions) and criteria affecting external persons (candidates and recommending parties), so it directs actors outside the issuing administration.",False
T097,externally-directed,"규정의 본문은 응시자(시험 응시자)에게 합격기준, 응시절차 및 선택권 등 구체적 의무·요건을 설정하므로 외부 행위자를 직접 규율하고 있음.",False
T098,externally-directed,"규칙 본문은 국민, 다중이용시설, 행정기관·경찰관서 등 외부 행위자에게 경보 신호·방송문안과 국민행동요령을 지시하므로 외부 주체를 직접적으로 규율한다.",False
T099,externally-directed,"The form and provisions set application requirements, required attachments, processing steps, and designation of lifetime education institutions for persons with developmental disabilities, which impose obligations and standards on external entities (applicants, institutions) outside the issuing administration.",False
T100,externally-directed,"규정은 보육활동보호센터의 기능·요건·연수·평가·기록·협력체계 등을 외부 기관(센터 자체 및 지역 보육관련 기관), 보육교직원·보호자 등 외부 행위자에 대한 의무와 기준을 직접 설정하고 있어 외부 지향적이다.",False
T101,internal,"The text delegates administration of subsidy grant and management tasks from the Ministry to its subordinate agency (국립국제교육원) and governs internal delegation and review; it does not impose requirements, standards, sanctions, or entitlements on external private actors or individuals outside the administration.",False
T102,externally-directed,규칙 본문은 기업이 운영하는 사내기술대학(원)의 인정 신청·기준·사후보고·인정취소 등 외부(기업 및 그 교육기관)에 대한 의무와 요건을 직접 규정하고 있으므로 외부대상 지시이다.,False
T103,externally-directed,"지침 본문은 사립유치원장(유치원 규칙 작성자)과 사립유치원 교직원의 봉급·수당 지급기준의 기재·공시 및 관할청의 점검·명령 의무 등을 규정하여 행정조직 외의 사립유치원(유치원장, 교직원 등)에 직접적인 기준·의무를 부과함.",False
T104,externally-directed,"서식과 작성요령이 사립학교·사립대학(법인, 학교) 및 교원 임용보고를 의무화하여 외부 기관과 개인(교원 등)의 보고 의무를 직접 규정하고 있으므로 외부 대상에 대한 규정임",False
T105,externally-directed,"규정은 참여기관의 구성·회의 참석 의무, 협의사항의 시행 책임, 수당·여비 지급 대상 등 외부 기관 및 소속 직원(기관들 및 개인 연구원·전문가)에 대한 권리·의무를 직접 규정하고 있으므로 외부 지향적이다.",False
T107,externally-directed,규정은 수석교사(개별 교원)의 연구활동비 지급대상·금액·지급일 등을 직접 정하고 있어 행정기관 외의 개인(교원)의 법적 지위·급여에 영향을 미치므로 외부지향적이다.,False
T108,externally-directed,본문은 시·도교육청 금고(금융기관) 지정을 위한 평가항목·배점 기준 등 금융기관의 자격·평가·우대(대출·예금금리 등)를 규정하여 교육청 외의 금융기관 및 관련 이해관계자에게 요구·효과를 부과하므로 외부 지향적이다.,False
T109,externally-directed,규칙 본문이 시·도 및 시·군·자치구와 그 재정 부담 의무(전출해야 할 금액과 비율)를 직접 규정하여 지방자치단체라는 행정기관 외부의 재정의무를 부과하고 있으므로 외부(지방자치단체 및 그 관할구역)에 대한 규제·의무를 설정함.,False
T110,externally-directed,"지침 본문이 각종 증명서·확인서 발급·정정 신청 등 민원 처리 대상(학생, 졸업생 등)과 처리 방법·서식·요건을 규정하여 행정청 외부의 개인(신청인)에게 권리·의무·절차를 직접 적용하고 있다.",False
T111,externally-directed,"규정은 어린이집 원장·보육교사 등 외부 행위자의 자격검정 절차·기준·효력 및 자격증 발급 업무 등에 직접 적용되며, 외부인에 대한 권리·의무를 규정하고 있다.",False
T112,externally-directed,"The notice sets qualification and career-recognition rules for childcare center directors and teachers regarding service at the Korea Childcare Promotion Institute, which directly defines eligibility/standards for external persons (teachers, directors) outside the issuing administration.",False
T113,externally-directed,"지침 본문이 연구자, 대학등, 전문기관 등 행정조직 외의 주체들에게 준수 의무, 조사·협조·보고 의무, 교육·규정 마련 의무 및 권리 보호 등을 직접 부과하고 있어 외부 행위자에게 요구·기준을 설정함.",False
T114,externally-directed,"The rule specifies who (individual nutrition teachers at schools) is eligible for an allowance, duties they must perform, record-keeping and preservation requirements for schools, and payment amounts—operative provisions that bind and create entitlements for actors outside the issuing administration.",False
T115,externally-directed,"규칙은 유치원·어린이집 등 관련 기관·단체 및 학부모·교직원 단체 대표자 등 외부 주체의 참여와 위촉, 권리·의무(위원회 참여, 의견 수렴 등)를 직접 규정하므로 외부 행위자를 규범적으로 대상으로 하고 있음.",False
T116,externally-directed,"규칙은 외국박사학위를 신고해야 하는 사람과 제출서류, 신고방법(온라인시스템을 통한 신고) 및 신고취소 절차 등을 규정하여 행정기관 외부의 개인(학위 취득자)에게 직접적인 의무를 부과하고 있으므로 외부지향적이다.",False
T117,externally-directed,"The rule prescribes how administrative penalties and fines under the Early Childhood Education Act are to be applied to regulated entities/actors (e.g., applies weighted penalties and examples of sanctions), thus imposing requirements/sanctions on parties outside the issuing administration.",False
T118,externally-directed,"본문은 유아(3~5세), 유치원 기관(교사, 원장 등) 및 학부모·지역사회에 적용되는 교육과정의 운영·편성·교수·평가 기준을 직접 규정하므로 행정조직 외부의 주체들에게 의무·기준을 부과하고 있다.",False
T119,externally-directed,"The rule sets specific authorized personnel numbers (separate staffing quotas) for the Ministry of Education and its subordinate institutions, thereby imposing entitlements/constraints on staffing that affect public servants' legal position and external entities (subordinate institutions).",False
T120,internal,"The text sets internal separate staffing (별도정원) allocations for national schools and university public servants within the administration, organizing internal personnel positions rather than imposing requirements or entitlements on external private actors or individuals in their personal legal capacity.",False
T121,externally-directed,"The rule imposes procedural requirements, standards, and conditions (reporting, approval, retention periods, exemptions) on universities (external entities outside the issuing administration), thereby directing actors outside the administration.",False
T122,externally-directed,"규정은 관계 행정기관·공공기관·정부 유관단체·민간단체 및 기업 등의 장에게 소속 임직원의 파견 또는 겸임을 요청할 수 있도록 하고(제5조), 파견 대상에 민간기업 등 외부 기관을 직접 지목하므로 외부 행위주체에 대한 요청·요건을 명시하여 행정조직 외부를 직접 대상으로 한다.",False
T123,externally-directed,"규정은 관계 행정기관, 공공기관, 정부 유관단체, 민간단체 및 기업 등의 장에게 소속 임직원의 파견 또는 겸임을 요청할 수 있고(제5조), 직원 구성에 민간기업 등 파견자를 포함하며(제4조·제5조), 공무원 개인의 인사우대·불이익 취급을 규정하는 등 외부 기관 및 개인의 법적 지위에 영향을 미치는 내용을 포함함.",True
T124,externally-directed,"규정은 파견 요청·겸임 등으로 관계 행정기관·공공기관·민간단체·기업 등 외부 기관의 소속 임직원에게 영향을 미치고(제5조), 공무원 등 개인의 인사상 우대·불이익 언급으로 외부 행위자 및 개인의 법적 지위에 관한 규율을 포함하므로 외부지향적이다.",False
T125,externally-directed,"The form and provisions impose application, documentation, and fee requirements on individual applicants (external persons) seeking issuance or reissuance of a qualification certificate for childcare teachers for children with disabilities, thus directing actors outside the issuing administration.",False
T126,externally-directed,"규칙 본문이 대학(외부 기관)에 대해 3년제 학과 설치보고 의무, 설치기준(전임교원 확보율 등), 정원감축·예외규정 등 외부 행위자에 대한 요구·기준을 직접 규정하고 있으므로 외부지향적이다.",False
