id,r1_L1,r2_L1,r3_L1,r1_L2,r2_L2,r3_L2,L1_일관성,L2_일관성
P01206,위임,위임,위임,조례,조례,조례,1.0,1.0
P01208,위임,위임,위임,조례,조례,조례,1.0,1.0
P01237,위임,위임,위임,조례,조례,조례,1.0,1.0
P01249,위임,위임,위임,조례,조례,조례,1.0,1.0
P01255,위임,위임,위임,조례,조례,조례,1.0,1.0
P01256,위임,위임,위임,조례,조례,조례,1.0,1.0
P01277,위임,위임,위임,조례,조례,조례,1.0,1.0
P01284,위임,위임,위임,조례,조례,조례,1.0,1.0
P01292,위임,위임,위임,조례,조례,조례,1.0,1.0
P01306,위임,판단불가,위임,대통령령,해당없음,대통령령,0.667,0.667
P01317,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01319,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01320,위임,위임,위임,대통령령|조례|부령|고시|훈령|예규|교육규칙,해당없음,부령,1.0,0.333
P01350,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P01354,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01360,위임,위임,위임,해당없음,해당없음,부령,1.0,0.667
P01388,위임,위임,위임,교육규칙,미특정,대통령령|조례|교육규칙,1.0,0.333
P01394,위임,위임,위임,대통령령|조례|교육규칙,교육규칙,대통령령|조례,1.0,0.333
P01395,인용,인용,인용,해당없음,해당없음,해당없음,1.0,1.0
P01415,인용,인용,인용,해당없음,미특정,해당없음,1.0,0.667
P01439,위임,위임,위임,조례,조례,조례,1.0,1.0
P01478,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01488,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P01509,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01513,인용,인용,인용,대통령령,대통령령,해당없음,1.0,0.667
P01559,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01562,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01582,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P01585,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01616,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01659,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P01700,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P01711,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01725,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01730,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01759,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01760,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01767,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01776,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01782,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01804,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01823,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P01849,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P01881,위임,인용,위임,조례,조례,해당없음,0.667,0.667
P01884,인용,인용,위임,조례,조례,조례,0.667,1.0
P01898,인용,위임,인용,조례,조례,조례,0.667,1.0
P01941,인용,인용,위임,조례,해당없음,조례,0.667,0.667
P01947,위임,위임,위임,해당없음,해당없음,조례,1.0,0.667
P01948,위임,위임,위임,해당없음,조례,조례,1.0,0.667
P01981,위임,인용,위임,조례,해당없음,조례,0.667,0.667
P01982,위임,위임,인용,해당없음,조례,조례,0.667,0.667
P01993,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02005,판단불가,위임,위임,해당없음,해당없음,해당없음,0.667,1.0
P02007,위임,위임,위임,미특정,조례,조례,1.0,0.667
P02010,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02026,위임,위임,위임,부령,부령,해당없음,1.0,0.667
P02027,위임,위임,위임,대통령령|조례,대통령령|부령,미특정,1.0,0.333
P02064,위임,위임,위임,조례,조례,조례,1.0,1.0
P02074,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P02103,위임,위임,인용,해당없음,대통령령|조례,해당없음,0.667,0.667
P02127,위임,위임,위임,대통령령|부령,부령,해당없음,1.0,0.333
P02146,위임,위임,위임,해당없음,부령,해당없음,1.0,0.667
P02150,위임,위임,위임,해당없음,대통령령|조례,대통령령|조례,1.0,0.667
P02170,위임,위임,위임,대통령령,대통령령|조례,대통령령|부령,1.0,0.333
P02176,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02190,위임,위임,위임,부령,부령,대통령령|조례,1.0,0.667
P02195,판단불가,위임,위임,해당없음,미특정,대통령령|조례,0.667,0.333
P02198,위임,위임,위임,조례,조례,조례,1.0,1.0
P02242,위임,위임,위임,조례,조례,조례,1.0,1.0
P02245,위임,위임,위임,조례,조례,조례,1.0,1.0
P02272,위임,위임,위임,조례,조례,조례,1.0,1.0
P02310,위임,위임,위임,조례,조례,조례,1.0,1.0
P02321,위임,위임,위임,조례,조례,조례,1.0,1.0
P02366,위임,위임,위임,조례,조례,조례,1.0,1.0
P02381,위임,위임,위임,조례,조례,조례,1.0,1.0
P02401,위임,위임,위임,조례,조례,조례,1.0,1.0
P02407,위임,위임,위임,조례,조례,조례,1.0,1.0
P02435,위임,위임,위임,조례,조례,조례,1.0,1.0
P02450,위임,위임,위임,조례,조례,조례,1.0,1.0
P02484,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02523,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02542,위임,위임,위임,조례,조례,조례,1.0,1.0
P02554,위임,위임,위임,조례,조례,조례,1.0,1.0
P02565,위임,위임,위임,조례,조례,조례,1.0,1.0
P02582,위임,위임,위임,대통령령|조례,해당없음,미특정,1.0,0.333
P02589,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02599,위임,위임,위임,조례,조례,조례,1.0,1.0
P02611,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02615,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02620,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02627,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02679,위임,위임,위임,교육규칙,대통령령|조례,교육규칙,1.0,0.667
P02684,위임,위임,위임,교육규칙,교육규칙,대통령령|조례,1.0,0.667
P02689,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02702,위임,위임,위임,부령,대통령령|부령,대통령령|부령|미특정,1.0,0.333
P02731,위임,위임,위임,조례,조례,조례,1.0,1.0
P02746,위임,위임,위임,조례,조례,대통령령|조례,1.0,0.667
P02761,위임,위임,위임,조례,조례,조례,1.0,1.0
P02783,위임,위임,위임,조례,조례,조례,1.0,1.0
P02809,위임,위임,위임,조례,조례,조례,1.0,1.0
P02822,위임,위임,위임,조례,대통령령|조례,조례,1.0,0.667
P02838,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P02842,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P02873,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02892,위임,위임,위임,대통령령|조례,대통령령|부령,대통령령|조례,1.0,0.667
P02895,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02898,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02918,위임,위임,위임,해당없음,대통령령|조례,대통령령|부령|미특정,1.0,0.333
P02946,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P02952,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03000,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03017,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03026,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P03033,위임,위임,위임,미특정,대통령령|조례,부령,1.0,0.333
P03041,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03067,위임,위임,위임,해당없음,해당없음,해당없음,1.0,1.0
P03080,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P03092,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03100,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03116,위임,위임,위임,대통령령,대통령령|조례,대통령령,1.0,0.667
P03129,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03139,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03156,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03176,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03200,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03209,위임,위임,위임,대통령령,부령,부령,1.0,0.667
P03219,위임,위임,위임,대통령령|부령,미특정,해당없음,1.0,0.333
P03229,위임,위임,위임,부령,해당없음,대통령령,1.0,0.333
P03233,위임,위임,위임,부령,해당없음,대통령령,1.0,0.333
P03246,위임,위임,위임,해당없음,해당없음,미특정,1.0,0.667
P03256,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03260,위임,위임,위임,대통령령|조례,조례,대통령령|조례,1.0,0.667
P03266,위임,위임,위임,대통령령|조례|교육규칙,대통령령|조례|교육규칙,대통령령|조례|교육규칙|미특정,1.0,0.667
P03271,위임,위임,위임,조례|교육규칙,대통령령|조례,대통령령|조례,1.0,0.667
P03286,위임,위임,위임,대통령령|조례|교육규칙,대통령령|조례,대통령령|조례,1.0,0.667
P03312,위임,위임,위임,조례,조례,조례,1.0,1.0
P03319,위임,위임,위임,조례,조례,대통령령|조례,1.0,0.667
P03327,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03338,위임,위임,위임,조례,조례,조례,1.0,1.0
P03360,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P03381,위임,위임,위임,조례,대통령령|조례,조례,1.0,0.667
P03389,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P03390,위임,위임,위임,대통령령|조례,조례|해당없음,대통령령|조례,1.0,0.667
P03397,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P03399,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P03423,위임,위임,위임,조례,조례,조례,1.0,1.0
P03425,위임,위임,위임,조례,조례,조례,1.0,1.0
P03439,위임,위임,위임,조례,조례,조례,1.0,1.0
P03450,위임,위임,위임,조례,조례,조례,1.0,1.0
P03475,위임,위임,위임,조례,교육규칙,교육규칙,1.0,0.667
P03483,위임,위임,위임,해당없음,조례,조례,1.0,0.667
P03484,위임,위임,위임,해당없음,조례,조례,1.0,0.667
P03509,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03526,위임,위임,위임,대통령령|조례,대통령령|부령,부령,1.0,0.333
P03532,위임,위임,위임,조례,조례,조례,1.0,1.0
P03572,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03616,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P03622,위임,위임,위임,조례,조례|교육규칙,조례,1.0,0.667
P03630,위임,위임,위임,조례,조례,조례|교육규칙,1.0,0.667
P03645,위임,위임,위임,조례,조례,조례,1.0,1.0
P03662,위임,위임,위임,조례,조례,조례,1.0,1.0
P03678,위임,위임,위임,대통령령|조례,조례|교육규칙,조례,1.0,0.333
P03697,위임,위임,위임,대통령령|조례|교육규칙,해당없음,해당없음,1.0,0.667
P03704,위임,위임,위임,해당없음,대통령령|조례|교육규칙,조례|교육규칙,1.0,0.333
P03713,위임,위임,위임,대통령령|조례,교육규칙,대통령령|조례,1.0,0.667
P03728,위임,위임,위임,대통령령|조례|교육규칙,대통령령|조례|해당없음,조례|교육규칙,1.0,0.333
P03747,위임,위임,위임,대통령령|조례,조례,대통령령|조례,1.0,0.667
P03785,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03791,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03816,위임,위임,위임,조례,조례,대통령령|조례,1.0,0.667
P03822,위임,위임,위임,조례,대통령령|조례,해당없음,1.0,0.333
P03829,위임,위임,위임,조례,조례,조례,1.0,1.0
P03833,위임,위임,위임,조례,조례,조례,1.0,1.0
P03837,위임,위임,위임,조례,조례,대통령령|조례,1.0,0.667
P03857,위임,위임,위임,조례,미특정,조례,1.0,0.667
P03893,위임,위임,위임,조례,대통령령|조례,조례,1.0,0.667
P03897,위임,위임,위임,해당없음,조례,조례,1.0,0.667
P03914,위임,위임,위임,조례,대통령령|조례,조례,1.0,0.667
P03920,위임,위임,위임,대통령령|조례,해당없음,조례,1.0,0.333
P03926,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03961,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P03977,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04011,위임,위임,위임,조례,조례,조례,1.0,1.0
P04016,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04026,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04030,위임,위임,위임,조례,조례,조례,1.0,1.0
P04045,위임,위임,위임,조례,조례,조례,1.0,1.0
P04072,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04073,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04078,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04079,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04094,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04106,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04109,위임,위임,위임,대통령령|조례,대통령령|부령,해당없음,1.0,0.333
P04113,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04158,위임,위임,위임,교육규칙,해당없음,교육규칙,1.0,0.667
P04159,위임,위임,위임,교육규칙,미특정,교육규칙,1.0,0.667
P04169,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P04179,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04186,위임,위임,위임,조례,조례,조례,1.0,1.0
P04213,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04233,위임,위임,위임,조례,대통령령,대통령령|조례,1.0,0.333
P04244,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04247,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04262,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04277,위임,위임,위임,대통령령|조례,미특정,대통령령|조례|미특정,1.0,0.333
P04279,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04281,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04286,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04290,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04293,위임,위임,위임,조례,조례,조례,1.0,1.0
P04305,위임,위임,위임,조례,조례,조례,1.0,1.0
P04336,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P04344,위임,위임,위임,대통령령|조례,조례,대통령령|조례,1.0,0.667
P04371,인용,인용,인용,조례,조례,조례,1.0,1.0
P04385,위임,위임,위임,조례,조례,조례,1.0,1.0
P04391,위임,위임,위임,조례,조례,조례,1.0,1.0
P04422,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P04429,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P04440,위임,위임,위임,대통령령|조례,대통령령|조례,조례,1.0,0.667
P04460,위임,위임,위임,조례,조례,조례,1.0,1.0
P04462,위임,위임,위임,조례,조례,조례,1.0,1.0
P04473,위임,위임,위임,조례,조례,조례,1.0,1.0
P04497,위임,위임,위임,부령,부령,해당없음,1.0,0.667
P04503,위임,위임,위임,조례,조례,조례,1.0,1.0
P04509,위임,위임,위임,조례,조례,조례,1.0,1.0
P04510,위임,위임,위임,미특정,미특정,대통령령|조례,1.0,0.667
P04552,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P04616,위임,위임,위임,교육규칙,해당없음,교육규칙,1.0,0.667
P04617,위임,위임,위임,교육규칙,조례,해당없음,1.0,0.333
P04620,위임,위임,위임,해당없음,교육규칙,조례,1.0,0.333
P04628,위임,위임,위임,교육규칙,해당없음,교육규칙,1.0,0.667
P04634,위임,위임,위임,조례,조례,조례,1.0,1.0
P04646,위임,판단불가,위임,부령,해당없음,해당없음,0.667,0.667
P04649,위임,위임,위임,조례,대통령령|조례,조례,1.0,0.667
P04653,위임,위임,위임,해당없음,조례,대통령령|조례,1.0,0.333
P04676,위임,위임,위임,조례|교육규칙,교육규칙,해당없음,1.0,0.333
P04677,위임,위임,위임,해당없음,조례|교육규칙,해당없음,1.0,0.667
P04692,위임,위임,위임,대통령령|조례,해당없음,해당없음,1.0,0.667
P04694,위임,위임,위임,해당없음,대통령령|조례,조례,1.0,0.333
P04723,위임,위임,위임,미특정,대통령령|조례,대통령령|조례,1.0,0.667
P04729,위임,위임,위임,조례,조례,조례,1.0,1.0
P04732,위임,위임,위임,대통령령|조례,조례,조례,1.0,0.667
P04777,위임,위임,위임,미특정,교육규칙,해당없음,1.0,0.333
P04786,위임,위임,위임,미특정,교육규칙,교육규칙,1.0,0.667
P04813,위임,위임,위임,해당없음,해당없음,해당없음,1.0,1.0
P04817,위임,위임,위임,해당없음,대통령령|조례,해당없음,1.0,0.667
P04830,위임,위임,위임,교육규칙,대통령령|조례,대통령령|조례,1.0,0.667
P04837,위임,위임,위임,미특정,교육규칙,교육규칙,1.0,0.667
P04845,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P04856,위임,위임,위임,해당없음,해당없음,부령,1.0,0.667
P04874,위임,위임,위임,해당없음,대통령령|조례,미특정,1.0,0.333
P04879,위임,인용,위임,부령,해당없음,부령,0.667,0.667
P04898,위임,위임,위임,부령,해당없음,미특정,1.0,0.333
P04925,위임,위임,위임,미특정,교육규칙,해당없음,1.0,0.333
P04932,위임,위임,위임,교육규칙,교육규칙,해당없음,1.0,0.667
P04951,위임,위임,위임,대통령령|조례,대통령령|조례|교육규칙,대통령령|조례,1.0,0.667
P05001,위임,위임,위임,해당없음,교육규칙,교육규칙,1.0,0.667
P05017,위임,위임,위임,대통령령|조례,대통령령|조례|해당없음,대통령령|조례,1.0,0.667
P05030,인용,인용,위임,해당없음,해당없음,해당없음,0.667,1.0
P05049,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P05059,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P05102,위임,위임,위임,부령,부령,미특정,1.0,0.667
P05104,판단불가,위임,위임,해당없음,미특정,부령,0.667,0.333
P05109,위임,위임,위임,미특정,부령,부령,1.0,0.667
P05159,위임,위임,위임,조례,조례,조례,1.0,1.0
P05175,위임,위임,위임,조례,조례,조례,1.0,1.0
P05176,위임,위임,위임,조례,조례,조례,1.0,1.0
P05178,위임,위임,위임,조례,조례,조례,1.0,1.0
P05207,위임,위임,위임,조례,조례,조례,1.0,1.0
P05215,위임,위임,판단불가,조례,조례,조례,0.667,1.0
P05225,위임,위임,위임,조례,조례,조례,1.0,1.0
P05229,위임,위임,위임,조례,조례,조례,1.0,1.0
P05251,위임,위임,위임,조례,조례,조례,1.0,1.0
P05265,위임,위임,위임,조례,조례,조례,1.0,1.0
P05271,위임,위임,위임,조례,조례,조례,1.0,1.0
P05287,위임,위임,위임,조례,조례,조례,1.0,1.0
P05292,위임,위임,위임,조례,조례,조례,1.0,1.0
P05325,위임,위임,위임,조례,조례,조례,1.0,1.0
P05334,위임,위임,위임,조례,조례,조례,1.0,1.0
P05347,위임,위임,위임,조례,조례,조례,1.0,1.0
P05354,위임,위임,위임,조례,조례,조례,1.0,1.0
P05361,위임,위임,위임,조례,조례,조례,1.0,1.0
P05362,위임,위임,위임,조례,조례,조례,1.0,1.0
P05409,위임,위임,위임,조례,조례,조례,1.0,1.0
P05413,위임,위임,위임,조례,조례,조례,1.0,1.0
P05415,위임,위임,위임,조례,조례,조례,1.0,1.0
P05417,위임,위임,위임,조례,조례,조례,1.0,1.0
P05427,위임,위임,위임,조례,조례,조례,1.0,1.0
P05442,위임,위임,위임,조례,조례,조례,1.0,1.0
P05448,위임,위임,위임,조례,조례,조례,1.0,1.0
P05468,위임,위임,위임,조례,조례,조례,1.0,1.0
P05471,위임,위임,위임,조례,조례,조례,1.0,1.0
P05483,위임,위임,위임,조례,조례,조례,1.0,1.0
P05491,위임,위임,위임,조례,조례,조례,1.0,1.0
P05503,위임,위임,위임,조례,조례,조례,1.0,1.0
P05532,위임,위임,위임,조례,조례,조례,1.0,1.0
P05556,위임,위임,인용,조례,조례,조례,0.667,1.0
P05566,위임,위임,위임,조례,조례,조례,1.0,1.0
P05579,위임,위임,위임,조례,조례,조례,1.0,1.0
P05607,위임,위임,위임,조례,조례,조례,1.0,1.0
P05628,위임,위임,위임,조례,조례,조례,1.0,1.0
P05631,위임,위임,위임,조례,조례,조례,1.0,1.0
P05640,위임,위임,위임,조례,조례,조례,1.0,1.0
P05648,위임,위임,위임,조례,조례,조례,1.0,1.0
P05651,위임,위임,위임,조례,조례,조례,1.0,1.0
P05666,위임,위임,위임,미특정,대통령령|조례,대통령령|부령,1.0,0.333
P05719,위임,위임,위임,조례,조례,조례,1.0,1.0
P05737,위임,위임,위임,조례,조례,조례,1.0,1.0
P05748,위임,위임,위임,조례,조례,조례,1.0,1.0
