id,조문문장,T3_L1,T3_L2,T3_확신도,T3_근거
P00017,교육부장관이 정하는 회계기준 등에 따라 처리한다.,위임,미특정,4,교육부장관이 정하는 회계기준에 규율권한을 넘기지만 법형식을 지정하지 않았다.
P00018,대통령령으로 정하는 바에 따라 외국교육기관의 신청을,판단불가,대통령령,3,문장이 중간에 잘려 서술어가 없어 위임 여부를 확정할 수 없으나 '대통령령으로 정하는 바에 따라'라는 표지만 확인된다.
P00019,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 규율 대상과 종결형을 확인할 수 없어 위임 여부를 확정할 수 없다.
P00020,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,교육규칙,4,교육감이 교육규칙으로 내국인 입학비율을 추가 상향할 수 있도록 규율권한을 넘기므로 교육규칙 위임이다.
P00021,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,교육규칙,4,교육감이 시·도 교육규칙으로 내국인 입학비율을 추가 상향할 수 있도록 규율권한을 넘기는 부분 위임이다.
P00022,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,교육규칙,4,교육감이 교육규칙으로 입학비율을 추가 조정할 수 있도록 규율권한을 넘기므로 교육규칙 위임이다.
P00023,"② 제1항제1호, 제1호의2, 제2호 및 제3호의 기준에 대한 구체적인 내용은 교육부장관이 정한다.",위임,미특정,5,교육부장관에게 구체적 내용 규율권한을 넘기나 법형식은 지정하지 않았다.
P00024,8. 그 밖에 신청기관의 지정 여부를 심의하기 위하여 교육부장관이 정하는 자료,위임,미특정,4,'교육부장관이 정하는'으로 제출자료 범위 결정권을 넘기지만 법형식을 특정하지 않았다.
P00025,대통령령으로 정하는,판단불가,해당없음,,PARSE_FAIL
P00026,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율 대상과 종결 구조를 확인할 수 없어 위임 여부를 확정할 수 없다.
P00027,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 수식 대상과 종결형이 없어 위임 여부를 확정할 수 없다.
P00028,필요한 사항은 대통령령으로,판단불가,대통령령,3,문장이 '대통령령으로'에서 잘려 종결부(정한다 등)가 없어 위임 여부를 확정할 수 없으나 표지어구는 대통령령이다.
P00029,대통령령으로 정한다,위임,대통령령,4,문장이 다소 잘려 있으나 '대통령령으로 정한다'는 종결형 위임 문언이다.
P00030,대통령령으로 정한다,위임,대통령령,5,'대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 넘기는 위임이다.
P00031,대통령령으로 정한다,위임,대통령령,4,문장이 단편이지만 '대통령령으로 정한다'는 종결형 위임 문언이다.
P00032,대통령령으로 정한다,위임,대통령령,5,문말 종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘긴다.
P00033,따로 법률로 정한다,인용,해당없음,3,하위 규범이 아닌 별도의 법률에 규율을 유보한 것이어서 하위 규범 위임에 해당하지 않는다.
P00034,따로 법률로 정한다,인용,해당없음,3,하위 규범이 아닌 별도 법률에 규율을 맡기는 문언이므로 위임입법이 아니라 다른 법률을 가리키는 인용으로 본다.
P00035,교육부령으로 정한다,위임,부령,4,'교육부령으로 정한다'는 종결형 위임으로 부령에 규율권한을 넘긴다.
P00036,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 있어 무엇을 위임하는지 확인할 수 없다.
P00037,대통령령으로 정하는 사항,위임,대통령령,4,호 형식의 단편이지만 '대통령령으로 정하는 사항'으로 규율권한을 대통령령에 넘기는 부분 위임이다.
P00038,대통령령으로 정하는 바에,판단불가,대통령령,2,문장이 중간에서 잘려 종결부가 없어 위임인지 인용인지 확정할 수 없으나 문언상 대통령령이 적시되어 있다.
P00039,교육부령으로 정하는,판단불가,부령,3,문장이 '교육부령으로 정하는'에서 잘려 있어 위임 종결인지 인용 수식인지 확정할 수 없다.
P00040,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없어 판정이 불가하다.
P00041,대통령령으로 정한다,위임,대통령령,4,'대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 넘기는 위임이다.
P00042,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없다.
P00043,대통령령으로 정한다,위임,대통령령,4,문말 종결형 '대통령령으로 정한다'로 규율권한을 대통령령에 넘긴다.
P00044,대통령령으로 정한다,위임,대통령령,4,문말 종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘긴다.
P00045,대통령령으로 정하는 임용기준과,위임,대통령령,3,문장이 불완전하나 '대통령령으로 정하는 임용기준'이라는 부분 위임 문언이 명확하다.
P00046,대통령령으로 정하는 사항을,판단불가,대통령령,3,문장이 중간에 절단되어 규율권한 이전 여부를 확정할 수 없으나 '대통령령'이라는 법형식 표지만 확인된다.
P00047,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 있어 위임인지 인용인지 확정할 수 없으나 문언상 법형식은 대통령령이다.
P00048,사항은 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 종결부가 없어 위임 여부를 확정할 수 없으나 표지어구는 대통령령이다.
P00049,사항은 대통령령으로,판단불가,대통령령,3,문장이 '대통령령으로'에서 끊겨 종결 서술어가 없어 위임 여부를 확정할 수 없다.
P00050,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 절단되어 위임 여부를 확정할 수 없으나 문언상 지정 형식은 대통령령이다.
P00051,대통령령으로 정하고,위임,대통령령,4,문장이 조각이지만 '대통령령으로 정하고'는 국립학교 명칭에 관한 규율권한을 대통령령에 넘기는 위임 문언이다.
P00052,대통령령으로 정하고,위임,대통령령,3,절 단위로 잘린 조각이나 '대통령령으로 정하고'라는 문언상 대통령령에 규율권한을 넘기는 위임으로 판단된다.
P00053,대통령령으로 정하고,위임,대통령령,3,문장이 잘린 단편이나 '대통령령으로 정하고'는 대통령령에 규율권한을 넘기는 위임 문언이다.
P00054,대통령령으로 정하고,위임,대통령령,3,문장이 조각이나 '대통령령으로 정하고'는 대통령령에 규율권한을 넘기는 위임 문언으로 읽힌다.
P00055,대통령령으로 정하고,위임,대통령령,3,문장이 조각이지만 '대통령령으로 정하고'라는 표현으로 대통령령에 규율권한을 넘기고 있음이 드러난다.
P00056,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례,5,학교 명칭을 대통령령과 조례(및 정관)로 정하도록 규율권한을 넘기는 위임 규정이다.
P00057,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례,4,"학교 명칭 결정 권한을 국립은 대통령령, 공립은 조례에 넘기는 병기 위임이다(정관은 법형식 목록에 없어 제외)."
P00058,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례,5,"국립학교는 대통령령, 공립학교는 조례로 명칭을 정하도록 규율권한을 넘기는 병기 위임이다(정관은 법형식 아님)."
P00059,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례,4,"학교 명칭 결정 권한을 대통령령과 조례(및 정관)에 넘기는 위임으로, 법형식은 대통령령과 조례가 병기되어 있다."
P00060,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 있어 무엇을 위임하는지 확인할 수 없으나 표지어구상 법형식은 대통령령이다.
P00061,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없어 판정이 불가하다.
P00062,대통령령과 학칙으로,판단불가,해당없음,4,문장이 '대통령령과 학칙으로'에서 잘려 있어 위임 여부와 규율 대상을 확인할 수 없다.
P00063,대통령령과 학칙으로,판단불가,해당없음,3,문장이 '대통령령과 학칙으로'에서 잘려 종결부가 없어 위임 여부를 확정할 수 없다.
P00064,대통령령과 학칙으로,판단불가,해당없음,4,문장이 '대통령령과 학칙으로'에서 잘려 있어 규율권한 이전 여부를 확정할 수 없다.
P00065,대통령령과 학칙으로,판단불가,해당없음,3,문장이 '대통령령과 학칙으로'에서 절단되어 규율권한 이전 여부를 확정할 수 없다.
P00066,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"국립·공립·사립별로 대통령령·조례(및 학칙·정관)에 조직 기본사항의 규율권한을 넘기는 위임이며, 지정된 법형식 목록 중 대통령령과 조례가 병기되어 있다."
P00067,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"설립주체별로 대통령령·조례(및 학칙·정관)에 조직 규율권한을 넘기는 위임 규정으로, 지정된 법형식 중 대통령령과 조례를 병기한다."
P00068,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"설립 주체별로 대통령령·조례(및 학칙·정관)에 조직 규율권한을 넘기는 위임이며, 지정 목록상 법형식은 대통령령과 조례이다."
P00069,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령·조례(및 학칙·정관)에 넘기는 위임으로, 지정된 법형식 중 대통령령과 조례가 병기되었다."
P00070,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령·조례(및 학칙·정관)에 정하도록 넘기는 위임으로, 지정된 법형식 중 대통령령과 조례를 병기한다."
P00071,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,국립·공립·사립 구분에 따라 대통령령과 조례(및 학칙·정관)에 조직의 기본적 사항 규율권한을 넘기는 위임 규정이다.
P00072,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"설립주체별로 대통령령·조례(및 학칙·정관)에 조직에 관한 기본적 사항의 규율권한을 넘기는 위임이며, 지정 법형식 중 대통령령과 조례를 병기한다."
P00073,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령·조례(및 학칙·정관)에 넘기는 위임으로, 지정 법형식은 대통령령과 조례이다."
P00074,심의에 필요한 경우 대통령령으로,판단불가,대통령령,3,문장이 중간에서 끊겨 서술어가 없어 위임인지 인용인지 확정할 수 없다.
P00075,대통령령으로 정하는 사항에 대해서는 대학평의원회의,위임,대통령령,3,문장이 중간에 끊겼으나 '대통령령으로 정하는 사항'이라는 부분 위임 문언이 명확하다.
P00076,대통령령으로 정하는 바에 따라 해당 학교법인의,판단불가,대통령령,3,문장이 '해당 학교법인의'에서 절단되어 서술어가 없어 규율권한 이전 여부를 확정할 수 없으나 '대통령령'은 명시되어 있다.
P00077,대통령령으로 정하는 기준에 따라 학칙,판단불가,해당없음,3,문장이 '학칙'에서 잘려 있어 위임 여부와 학칙 병기 여부를 확정할 수 없다.
P00078,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 수식 대상과 규율 범위를 확인할 수 없어 위임 여부를 판정할 수 없다.
P00079,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 있어 위임 종결 여부를 확정할 수 없으나 표지어구는 대통령령을 가리킨다.
P00080,대통령령으로 정하는,위임,대통령령,3,문장이 단편이지만 '대통령령으로 정하는' 형태의 부분 위임 표지가 명확하다.
P00081,대통령령으로 정한다,위임,대통령령,4,문말 종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘기는 위임이다.
P00082,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 규율 대상이 드러나지 않아 위임 여부를 확정할 수 없다.
P00083,대통령령으로 정한다,위임,대통령령,4,문말 종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘기는 위임이다.
P00084,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 있어 위임 대상과 종결 구조를 확인할 수 없다.
P00085,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율 대상과 종결형을 확인할 수 없다.
P00086,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로 잘려 종결 문형을 확인할 수 없어 위임 여부를 확정할 수 없다.
P00087,필요한 사항은 대통령령으로,판단불가,대통령령,3,문장이 '대통령령으로'에서 잘려 종결 술어가 없어 위임 여부를 확정할 수 없으나 표지어구는 대통령령이다.
P00088,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 절단되어 무엇을 위임하는지 확인할 수 없으나 표지어구는 대통령령이다.
P00089,대통령령으로 정하는,판단불가,미특정,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없다.
P00090,대통령령으로 정한다,위임,대통령령,4,'대통령령으로 정한다'는 종결형 위임 문언으로 대통령령에 규율권한을 넘긴다.
P00091,대통령령으로 정하는,판단불가,해당없음,4,문장이 '대통령령으로 정하는'에서 잘려 수식 대상과 종결부를 알 수 없어 위임 여부를 판정할 수 없다.
P00092,대통령령으로 정하는,판단불가,해당없음,4,문장이 '대통령령으로 정하는'에서 잘려 수식 대상과 규율 내용을 알 수 없다.
P00093,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 있어 위임 종결인지 요건 인용인지 판정할 수 없다.
P00094,사항은 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 종결부가 없어 위임 여부를 확정할 수 없으나 표지어구는 대통령령이다.
P00095,사항은 대통령령으로,판단불가,대통령령,2,문장이 중간에서 잘려 종결형과 위임 대상 사항이 확인되지 않아 판정할 수 없으나 문언에는 대통령령이 표기되어 있다.
P00096,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'에서 잘려 종결부가 없어 위임 여부를 확정할 수 없다.
P00097,사항은 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 위임 종결 여부를 확인할 수 없으나 명시된 법형식은 대통령령이다.
P00098,법률로 정한다,판단불가,해당없음,3,"문장이 '법률로 정한다'만으로 잘려 있어 규율대상이 불명하고, 지정된 법형식인 '법률'은 하위 규범이 아니어서 위임 여부를 확정할 수 없다."
P00099,대통령령으로 정한다,위임,대통령령,4,문장이 짧게 절단되었으나 '대통령령으로 정한다'는 종결형 위임 문언이 명확하다.
P00100,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없어 판정이 불가하다.
P00101,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 끊겨 있어 위임 대상과 종결 형태를 확인할 수 없다.
P00102,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율 대상과 종결 형태를 확인할 수 없어 위임 여부를 확정할 수 없다.
P00103,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 종결 구조와 규율 대상을 확인할 수 없어 위임 여부를 확정할 수 없다.
P00104,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 규율권한 이전 여부를 판정할 수 없으나 문언상 법형식은 대통령령이다.
P00105,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율권한 이전 여부를 확정할 수 없으나 문언상 법형식은 대통령령이다.
P00106,대통령령으로 정하는,위임,대통령령,3,문장이 일부 잘렸으나 '대통령령으로 정하는'은 요건 일부를 대통령령에 맡기는 부분 위임 문언이다.
P00107,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 있어 규율 대상과 종결 구조를 확인할 수 없다.
P00108,교육부령으로 정한다,위임,부령,4,'교육부령으로 정한다'는 종결형 위임으로 부령에 규율권한을 넘긴다.
P00109,교육부령으로 정하는,판단불가,부령,2,문장이 '교육부령으로 정하는'에서 잘려 있어 위임 여부를 확정할 수 없으나 문언상 법형식은 부령으로 명시되어 있다.
P00110,교육부장관이 정하는 경미한 부정행위를 한 사람에 대하여는 응시자격을 정지하지 아니한다.,위임,미특정,4,'교육부장관이 정하는 경미한 부정행위'로 요건의 일부를 하위 규범에 맡기는 부분 위임이나 법형식은 지정하지 않았다.
P00111,대통령령으로 정하는 특수한 관계에,위임,대통령령,3,문장이 잘려 있으나 '대통령령으로 정하는 특수한 관계'라는 요건 일부의 부분 위임 표지가 명확하다.
P00112,산정방법은 교육부령으로,판단불가,부령,2,문장이 종결되지 않고 잘려 있어 위임 여부를 확정할 수 없으나 문언상 교육부령이 지시되어 있다.
P00113,국민기초생활수급자 등 대통령령으로,판단불가,대통령령,2,문장이 중간에 잘려 있어 위임 종결 여부를 확인할 수 없으나 문언에는 대통령령이 명시되어 있다.
P00114,대통령령으로 정하는 바에 따라 입학전형료의,판단불가,해당없음,3,문장이 '입학전형료의'에서 잘려 있어 대통령령에 규율권한을 넘기는 취지인지 절차 원용인지 확정할 수 없다.
P00115,못하는 경우 등 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 규율권한 이전 여부를 확정할 수 없으나 문언에 '대통령령'이 표기되어 있다.
P00116,잔액을 대통령령으로,판단불가,미특정,3,문장이 중간에 잘려 서술어가 없어 위임 여부를 확정할 수 없다.
P00117,대통령령으로 정하는 학교협의체와,위임,대통령령,3,문장이 잘렸으나 '대통령령으로 정하는 학교협의체'라는 부분 위임 표지가 명확하다.
P00118,대통령령으로 정하는 바에,판단불가,대통령령,3,문장이 '대통령령으로 정하는 바에'에서 잘려 있어 위임인지 절차 인용인지 확정할 수 없다.
P00119,대통령령으로 정하는 사유가,위임,대통령령,3,문장이 잘려 있으나 '대통령령으로 정하는 사유'는 요건 일부를 대통령령에 맡기는 부분 위임 표현이다.
P00120,대통령령으로 정하는 바에,판단불가,대통령령,3,문장이 중간에 잘려 규율권한 이전 여부를 확정할 수 없으나 '대통령령'이라는 법형식 표지만 확인된다.
P00121,대통령령으로 정하는 사유가,위임,대통령령,3,문장이 절단되었으나 '대통령령으로 정하는 사유'라는 부분 위임 문구가 확인된다.
P00122,대통령령으로 정하는 바에,판단불가,해당없음,4,문장이 중간에 잘려 있어 위임 여부와 규율 대상을 확정할 수 없다.
P00123,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율 대상과 종결 형태를 확인할 수 없어 위임 여부를 확정할 수 없다.
P00124,대통령령으로 정한다,위임,대통령령,4,문장이 일부 잘렸으나 '대통령령으로 정한다'는 종결형 위임 문언이 명확하다.
P00125,대통령령으로 정한,판단불가,해당없음,4,문장이 '대통령령으로 정한'에서 잘려 있어 위임 종결인지 기존 규범 인용인지 판정할 수 없다.
P00126,대통령령으로 정한다,위임,대통령령,4,문장이 축약되었으나 '대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 위임한다.
P00127,사항은 대통령령으로,판단불가,해당없음,3,문장이 중간에서 잘려 종결부가 없어 위임 여부를 확정할 수 없다.
P00128,사항은 대통령령으로,판단불가,대통령령,3,문장이 절단되어 위임 종결 여부를 확정할 수 없으나 문언상 대통령령이 명시되어 있다.
P00129,사항은 대통령령으로,판단불가,대통령령,2,문장이 중간에서 잘려 종결부와 위임 대상 사항을 확인할 수 없어 위임 여부를 확정할 수 없다.
P00130,사항은 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 종결부와 위임 대상 사항을 확인할 수 없어 판정이 불가하나 문언상 대통령령이 지정되어 있다.
P00131,사항은 대통령령으로,판단불가,해당없음,4,문장이 중간에서 잘려 서술어가 없어 위임 여부를 확정할 수 없다.
P00132,사항은 대통령령으로,판단불가,대통령령,3,문장이 중간에서 잘려 종결 형태('정한다'/'정하는')를 확인할 수 없어 위임 여부를 확정할 수 없다.
P00133,사항은 대통령령으로,판단불가,대통령령,2,"문장이 '사항은 대통령령으로'에서 잘려 종결부가 없어 위임 여부를 확정할 수 없으나, 명시된 법형식은 대통령령이다."
P00134,사항은 대통령령으로,판단불가,대통령령,2,문장이 중간에서 잘려 있어 위임 종결 여부를 확인할 수 없으나 '대통령령' 표지만 확인된다.
P00135,사항은 대통령령으로,판단불가,대통령령,2,문장이 중간에 잘려 종결 구조를 확인할 수 없어 위임 여부를 판정할 수 없으나 표지어구로 대통령령이 나타난다.
P00136,대통령령으로 정한다,위임,대통령령,4,문말 '대통령령으로 정한다'로 규율권한을 대통령령에 넘기는 위임이다.
P00137,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 규율권한 이전 여부를 확정할 수 없으나 명시된 법형식은 대통령령이다.
P00138,필요가 있는 경우에 대통령령으로 정하는 바에,판단불가,대통령령,3,문장이 중간에서 절단되어 규율 대상과 종결형을 확인할 수 없으나 '대통령령' 표지만 나타난다.
P00139,필요가 있는 경우에 대통령령으로 정하는 바에,판단불가,대통령령,3,문장이 중간에 잘려 종결부가 없어 위임 여부를 확정할 수 없으나 '대통령령으로 정하는 바에'라는 법형식 표지는 확인된다.
P00140,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,판단불가,대통령령,3,문장이 '임시교원 양성기관과'에서 잘려 종결부가 없어 위임 대상·범위를 확정할 수 없으나 '대통령령으로 정하는 바에 따라'라는 표지는 나타난다.
P00141,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,위임,대통령령,3,문장이 절단되어 있으나 '대통령령으로 정하는 바에 따라'로 임시교원 양성기관 관련 사항의 규율권한을 대통령령에 넘기고 있다.
P00142,대통령령으로 정한다,위임,대통령령,4,문말 '대통령령으로 정한다'는 대통령령에 규율권한을 넘기는 위임이다.
P00143,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 무엇을 어느 범위로 맡기는지 확인할 수 없어 위임 여부를 확정할 수 없다.
P00144,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 수식 대상과 종결부가 없어 위임 여부를 확정할 수 없으나 법형식은 대통령령으로 명시되어 있다.
P00145,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없다.
P00146,대통령령으로 정하는,판단불가,대통령령,3,"문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없어 판정이 불가하나, 표지어구상 법형식은 대통령령이다."
P00147,대통령령으로 정한다,위임,대통령령,4,문장이 축약되었으나 '대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 넘기는 위임이다.
