id,조문문장,T6_L1,T6_L2,T6_확신도,T6_근거
G0070,"⑤교육감 소속하에 보조기관을 두되, 그 설치·운영 등에 관하여 필요한 사항은 대통령령으로 정한 범위 안에서 조례로 정한다.",위임,대통령령|조례,5,대통령령으로 정한 범위 안에서 조례로 설치·운영 등에 관한 사항을 정하도록 하여 규율권한을 명시적으로 위임한다.
G0071,교육부령으로 정한다,위임,부령,5,문장 자체가 '교육부령으로 정한다'라고 하여 하위 규범인 부령에 사항을 정하도록 명시적으로 위임한다.
G0072,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,경비 지원에 필요한 사항을 해당 지방자치단체의 조례로 정한다고 하여 하위 규범인 조례에 규율권한을 명시적으로 위임한다.
G0073,② 운영협의회의 구성ㆍ운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정할 수 있다.,위임,조례,5,구성·운영 등에 필요한 사항을 해당 지방자치단체의 조례로 정할 수 있다고 하여 하위 규범에 규율권한을 넘긴다.
G0074,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,'조례로 정하는 시설 또는 장소'는 해당 사항의 범위를 조례에 맡기는 명시적 위임이다.
G0075,대통령령으로 정한다,위임,대통령령,3,문장 자체가 종결형으로 대통령령에 사항의 규율을 맡기는 위임 표현이다.
G0076,대통령령으로 정하는 사항,판단불가,대통령령,2,문장 단편인 '대통령령으로 정하는 사항'만으로는 상위 문맥상 위임인지 단순 수식인지 확정하기 어렵다.
G0077,① 교육감은 조직 간 균형 있고 합리적인 정원관리를 위하여 지방공무원의 종류별ㆍ직급별 정원책정기준을 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,'해당 시ㆍ도의 조례로 정한다'는 문언이 정원책정기준을 조례에 의해 정하도록 명시하여 규율권한을 넘긴다.
G0078,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,'필요한 사항은 해당 지방자치단체의 조례로 정한다'는 표현으로 하위 규범인 조례에 규율권한을 명시적으로 위임한다.
G0079,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,구성·운영에 필요한 사항을 해당 시·도의 조례로 정한다고 하여 하위 규범에 규율권한을 명시적으로 위임한다.
G0080,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,필요한 사항을 해당 지방자치단체의 조례로 정한다고 하여 하위 규범인 조례에 규율권한을 명시적으로 위임한다.
G0081,"② 제1항에 따른 숙박시설의 위치, 환경기준, 시설·설비기준, 영양사 및 생활지도 담당인력 배치기준 등에 관한 사항은 지역적 여건과 학원의 규모 등을 고려하여 시·도 조례로 정한다.",위임,조례,5,'시·도 조례로 정한다'는 표현으로 숙박시설 관련 기준 사항의 규율권한을 조례에 명시적으로 위임한다.
G0082,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,위임,조례,5,'해당 지방자치단체의 조례로 정하는 바에 따라'는 하위 규범인 조례에 절차·방법을 정하도록 맡기는 명시적 위임이다.
G0083,"①교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무의 일부를 보조기관, 소속교육기관 또는 하급교육행정기관에 위임할 수 있다.",위임,조례|교육규칙,4,'조례 또는 교육규칙으로 정하는 바에 따라'라고 하여 하위 규범 형식을 명시하며 규율사항을 맡기고 있다.
G0084,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,'필요한 사항은 해당지방자치단체의 조례로 정한다'는 문언으로 조례에 규율권한을 명시적으로 위임한다.
G0085,4. 해당 지역에 거주하는 학생·학부모 등을 대상으로 실시한 여론조사 결과가 시·도 조례로 정하는 기준을 충족할 것. 이 경우 여론조사 내용에는 제3호 각 목의 사항이 포함되어야 한다.,위임,조례,5,'시·도 조례로 정하는 기준'은 조례가 기준을 정하도록 명시하여 하위 규범에 규율권한을 넘긴다.
G0086,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,인용,해당없음,4,‘영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라’는 이미 다른 규범이 정한 기준을 가리키는 표현으로 보인다.
G0087,② 교육감은 해당 교육규칙으로 정하는 바에 따라 제3조에 따른 인접 학교용지의 확보에 관한 업무와 교육감의 의견 표시에 관한 업무를 시·군·구의 교육장에게 위임할 수 있다.,위임,교육규칙,4,'교육규칙으로 정하는 바에 따라'는 해당 업무 처리 기준을 하위 규범인 교육규칙에 맡기는 부분 위임이다.
G0088,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,구성·운영 등에 필요한 사항을 조례로 정하도록 하여 하위 규범에 규율권한을 명시적으로 넘긴다.
G0089,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,구성·운영 등에 필요한 사항을 조례로 정한다고 하여 하위 규범인 조례에 규율권한을 명시적으로 위임한다.
G0090,대통령령으로 정한다,위임,대통령령,3,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘기는 위임 표현이다.
G0091,그 밖에 지정외부감사대상학교법인의 선정 또는 지정외부감사인의 지정에 필요한 세부사항은 교육부장관이 정하여 고시한다.,위임,고시,5,세부사항을 '교육부장관이 정하여 고시한다'고 하여 하위 규범으로 규율권한을 명시적으로 위임한다.
G0092,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,위임,조례,5,'해당 지방자치단체의 조례로 정하는 바에 따라'는 하위 규범인 조례에 기준을 정하도록 맡기는 명시적 위임이다.
G0093,표준교육과정의 세부 기준에 관하여 필요한 사항은 교육부장관이 정한다.,위임,미특정,4,'교육부장관이 정한다'는 하위 규범에 세부 기준의 규율권한을 넘기지만 법형식을 명시하지 않아 미특정이다.
G0094,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,'필요한 사항은 해당 지방자치단체의 조례로 정한다'는 문언으로 하위 규범인 조례에 규율권한을 명시적으로 위임한다.
G0095,교육부장관이 정하는 수수료를 원장에게 내야 한다.,위임,미특정,4,'교육부장관이 정하는'은 장관에게 수수료 사항의 규율권한을 넘기지만 법형식을 명시하지 않아 미특정이다.
G0096,대통령령으로 정하는,판단불가,대통령령,1,문장이 '대통령령으로 정하는'으로만 끝나 있어 무엇을 어떻게 위임하는지 완결된 문맥이 없어 판정이 어렵다.
G0097,"⑤ 제1항부터 제4항까지의 규정에서 정한 사항 외에 납부고지서의 서식, 그 밖에 부담금의 부과ㆍ징수에 필요한 사항은 특별시ㆍ광역시ㆍ특별자치시ㆍ도 또는 특별자치도(이하 “시ㆍ도”라 한다)의 조례로 정한다.",위임,조례,5,납부고지서의 서식 등 필요한 사항을 시·도의 조례로 정한다고 하여 하위 규범에 규율권한을 명시적으로 위임한다.
G0098,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 무엇을 어떻게 정하도록 한 것인지 종결 구조가 없어 위임 여부를 단정하기 어렵다.
G0099,대통령령으로 정한다,위임,대통령령,4,문장 자체가 종결형으로 대통령령에 사항의 규율권한을 넘기는 위임 규정이다.
G0100,14. 그 밖에 대통령령이나 시ㆍ도의 조례로 정하는 사항,위임,대통령령|조례,4,'대통령령이나 시ㆍ도의 조례로 정하는 사항'은 하위 규범이 정할 사항을 명시해 규율권한을 넘기는 위임이다.
