id,조문문장,T6_L1,T6_L2,T6_확신도,T6_근거
P00021,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,교육규칙,4,'특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다'는 문언은 교육규칙 형식으로 사항을 정하도록 명시한 위임이다.
P00022,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,교육규칙,5,'특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다'는 문언이 교육규칙 형식으로 규율권한을 명시적으로 부여한다.
P00023,"② 제1항제1호, 제1호의2, 제2호 및 제3호의 기준에 대한 구체적인 내용은 교육부장관이 정한다.",위임,미특정,4,'교육부장관이 정한다'는 하위 규범에 구체적 기준의 내용을 정하도록 맡기는 규정이지만 법형식은 명시하지 않았다.
P00024,8. 그 밖에 신청기관의 지정 여부를 심의하기 위하여 교육부장관이 정하는 자료,위임,미특정,4,'교육부장관이 정하는 자료'는 장관에게 자료의 내용을 정할 권한을 맡기지만 법형식을 명시하지 않아 미특정 위임이다.
P00025,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제로 규율권한을 넘기는 종결인지 기존 규범을 수식하는 인용인지 문맥 없이 확정하기 어렵다.
P00026,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제 위임 종결인지 인용 용례인지 단정할 수 없다.
P00027,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 무엇을 어떻게 규율하도록 넘기는지 완결된 문맥이 없어 단정하기 어렵다.
P00028,필요한 사항은 대통령령으로,판단불가,대통령령,2,문장이 '대통령령으로'에서 끊겨 종결 표현과 위임 내용이 없어 위임 여부를 확정하기 어렵다.
P00029,대통령령으로 정한다,위임,대통령령,3,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘기지만 대상 사항이 생략되어 있어 확신은 다소 낮다.
P00030,대통령령으로 정한다,위임,대통령령,3,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘기지만 대상 사항이 생략되어 있다.
P00031,대통령령으로 정한다,판단불가,대통령령,2,문장이 '대통령령으로 정한다'로 끝나 위임 표현처럼 보이나 무엇을 정하는지 핵심 내용이 잘려 있어 단독으로는 판정이 어렵다.
P00032,대통령령으로 정한다,위임,대통령령,3,"문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘기지만, 위임 대상 내용이 생략되어 있어 확신은 다소 낮다."
P00033,따로 법률로 정한다,위임,미특정,4,'따로 법률로 정한다'는 해당 사항을 별도의 법률이 정하도록 규율권한을 넘기는 문언이지만 지정 형식이 목록상 항목에 없어 미특정으로 본다.
P00034,따로 법률로 정한다,위임,미특정,3,문언이 별도의 법률에서 사항을 정하도록 규율사항을 넘기지만 구체적 법형식은 특정 하위규범명이 아니다.
P00035,교육부령으로 정한다,위임,부령,5,문장 자체가 '교육부령으로 정한다'라고 하여 하위 규범인 교육부령에 규율사항을 위임한다.
P00036,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로 잘려 있어 실제로 규율권한을 넘기는 완결된 위임 문장인지 맥락 없이 단정하기 어렵다.
P00037,대통령령으로 정하는 사항,위임,대통령령,3,'대통령령으로 정하는'은 하위 규범에 정할 사항을 맡기는 전형적 위임 표현이다.
P00038,대통령령으로 정하는 바에,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에'로 중간에서 잘려 있어 실제 위임 종결인지 단순 인용 문맥인지 확정하기 어렵다.
P00039,교육부령으로 정하는,판단불가,부령,2,문장이 '교육부령으로 정하는'으로만 끝나 규율권한을 넘기는 문맥인지 인용인지 단정하기 어렵지만 명시된 형식은 부령이다.
P00040,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 있어 실제로 규율권한을 넘기는 종결 구조인지 인용의 일부인지 맥락 없이 확정하기 어렵다.
P00041,대통령령으로 정한다,위임,대통령령,4,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘긴다.
P00042,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제로 규율권한을 넘기는 종결인지 인용 표현의 일부인지 확정할 수 없다.
P00043,대통령령으로 정한다,위임,대통령령,4,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘긴다.
P00044,대통령령으로 정한다,위임,대통령령,4,문장 자체가 종결형으로 대통령령에 사항을 정하도록 규율권한을 넘긴다.
P00045,대통령령으로 정하는 임용기준과,판단불가,대통령령,2,문장이 '대통령령으로 정하는 임용기준과'로 끝나 의미가 미완결되어 규율권한 위임인지 전체 문맥상 인용인지 단정하기 어렵다.
P00046,대통령령으로 정하는 사항을,판단불가,대통령령,2,문장이 '대통령령으로 정하는 사항을'로 끝나 상위 문맥 없이 규율권한 위임인지 단순 수식인지 확정하기 어렵다.
P00047,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 제시되어 있어 실제로 하위 규범에 규율권한을 넘기는 완결된 위임문장인지 맥락 없이 확정하기 어렵다.
P00048,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 표현과 위임 여부를 확정하기 어렵지만 명시된 법형식은 대통령령이다.
P00049,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 표현이 없어 위임인지 인용인지 확정하기 어렵다.
P00050,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 제시되어 있어 실제로 규율권한을 넘기는 종결인지 인용적 수식인지 맥락 없이 확정하기 어렵다.
P00051,대통령령으로 정하고,위임,대통령령,2,문장이 불완전하지만 '대통령령으로 정하고'는 통상 하위 규범에 정하도록 맡기는 위임 표현이다.
P00052,대통령령으로 정하고,위임,대통령령,2,문구상 대통령령에 정하도록 맡기는 표현이지만 문장이 잘려 있어 완결된 위임문인지 확신은 낮다.
P00053,대통령령으로 정하고,위임,대통령령,3,비록 문장이 절단되어 있으나 '대통령령으로 정하고'는 하위 법형식인 대통령령에 정하도록 맡기는 위임 표현이다.
P00054,대통령령으로 정하고,판단불가,대통령령,2,문장이 '대통령령으로 정하고'로 끝나 불완전하여 실제로 규율권한을 넘기는 종결인지 문맥 없이 확정하기 어렵다.
P00055,대통령령으로 정하고,위임,대통령령,2,문구상 대통령령에 정하도록 맡기는 표현이지만 문장이 절단되어 있어 구체적 범위는 불명확하다.
P00056,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례|미특정,4,"국립학교는 대통령령, 공립학교는 조례로 명칭을 정하도록 하고 사립학교는 정관으로 정하게 하여 하위 규범에 규율권한을 넘긴다."
P00057,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례|미특정,5,"국립학교는 대통령령, 공립학교는 조례, 사립학교는 정관으로 각각 명칭을 정하도록 하여 하위 규범에 규율권한을 명시적으로 넘긴다."
P00058,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례|미특정,5,"국립학교는 대통령령, 공립학교는 조례, 사립학교는 정관으로 각각 정하도록 하여 하위 규범에 규율권한을 넘긴다."
P00059,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",위임,대통령령|조례|미특정,4,"국립학교는 대통령령, 공립학교는 조례, 사립학교는 정관으로 각각 명칭을 정하도록 하여 하위 규범에 규율권한을 넘긴다."
P00060,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제로 규율권한을 넘기는 문맥인지 인용인지 단정할 수 없다.
P00061,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 끝나 정할 사항이나 위임 종결 여부를 확인할 수 없어 단독으로는 판단이 어렵다.
P00062,대통령령과 학칙으로,판단불가,대통령령,2,문장이 '대통령령과 학칙으로'로 잘려 있어 위임인지 단순 연결문구인지 확정할 수 없으나 명시된 법형식으로 대통령령은 확인된다.
P00063,대통령령과 학칙으로,판단불가,대통령령,2,문장이 '대통령령과 학칙으로'만으로 잘려 있어 위임인지 인용인지 단정하기 어렵지만 명시된 형식으로 대통령령은 드러난다.
P00064,대통령령과 학칙으로,판단불가,대통령령,1,"문장이 '대통령령과 학칙으로'로만 제시되어 서술이 잘려 있어 위임인지 인용인지 판정하기 어렵지만, 명시된 법형식으로는 대통령령이 드러난다."
P00065,대통령령과 학칙으로,판단불가,대통령령,2,문장이 '대통령령과 학칙으로'로 잘려 있어 위임인지 인용인지 단정하기 어렵지만 명시된 법형식으로 대통령령은 확인된다.
P00066,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례|미특정,4,"학교 조직의 기본적 사항을 대통령령·조례 및 정관·학칙으로 정하도록 하여 하위 규범에 규율권한을 넘기며, 학칙·정관은 제시된 법형식 목록상 미특정에 해당한다."
P00067,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령과 조례 등으로 정한다고 하여 하위 규범에 규율권한을 넘기며, 법형식은 명시된 대통령령과 조례이다."
P00068,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"대통령령과 조례로 정한다고 명시하여 하위 규범에 규율권한을 넘기며, 학칙·정관은 지정 형식 목록에 없으므로 제외한다."
P00069,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령과 조례로 정하도록 명시하여 하위 규범에 규율권한을 넘기며, 법형식은 문장에 명시된 대통령령과 조례이다."
P00070,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례|미특정,4,"학교 조직의 기본적 사항을 대통령령·조례 및 정관·학칙으로 정하도록 규율권한을 넘기며, 정관과 학칙은 법형식 목록상 미특정으로 본다."
P00071,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례,4,"학교 조직의 기본적 사항을 대통령령과 조례 등으로 정한다고 하여 하위 규범에 규율권한을 명시적으로 넘기며, 지정된 법형식 중 분류 대상은 대통령령과 조례이다."
P00072,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례|미특정,4,"학교 조직의 기본적 사항을 대통령령·조례 및 정관·학칙으로 정하도록 규율권한을 넘기며, 학칙·정관은 제시된 분류상 미특정으로 본다."
P00073,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",위임,대통령령|조례|미특정,4,"학교 조직의 기본적 사항을 대통령령·조례 및 학칙·정관으로 정하도록 규율권한을 명시적으로 넘기며, 학칙·정관은 제시된 분류상 미특정에 해당한다."
P00074,심의에 필요한 경우 대통령령으로,판단불가,대통령령,2,문장이 '대통령령으로'에서 끊겨 있어 규율권한 위임인지 단순 수식인지 끝까지 확인할 수 없다.
P00075,대통령령으로 정하는 사항에 대해서는 대학평의원회의,판단불가,미특정,1,문장이 '대통령령으로 정하는 사항에 대해서는 대학평의원회의'로 잘려 있어 규율권한 위임인지 완결된 인용인지 판단할 수 없다.
P00076,대통령령으로 정하는 바에 따라 해당 학교법인의,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에 따라 해당 학교법인의'로 중간에서 끊겨 종결 내용이 없어 위임인지 인용인지 단정하기 어렵다.
P00077,대통령령으로 정하는 기준에 따라 학칙,판단불가,대통령령,2,문장이 '대통령령으로 정하는 기준에 따라 학칙'으로 중간에서 잘려 있어 규율권한 위임인지 단순 인용인지 최종 문언만으로 확정하기 어렵다.
P00078,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 끝나 어떤 사항에 대해 규율권한을 넘기는지 문맥이 없어 단정하기 어렵다.
P00079,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 종결 여부와 규율권한 위임 문맥을 확인할 수 없어 판단이 어렵다.
P00080,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 끝나 하위 규범 위임의 완결된 문장인지 인용 용례인지 맥락 없이 확정하기 어렵다.
P00081,대통령령으로 정한다,위임,대통령령,4,문장 자체가 대통령령에 사항을 정하도록 규율권한을 넘기는 위임 표현이다.
P00082,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 제시되어 있어 실제로 규율권한을 넘기는 종결인지 단순 수식인지 문맥 없이 단정하기 어렵다.
P00083,대통령령으로 정한다,위임,대통령령,4,문장 자체가 대통령령에 사항을 정하도록 규율권한을 넘기는 위임 표현이다.
P00084,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 하위 규범에 권한을 넘기는지 여부는 단정하기 어렵지만 법형식은 대통령령으로 명시되어 있다.
P00085,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 하위 규범에 무엇을 어떻게 맡기는지 문맥 없이 확정하기 어렵다.
P00086,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로 잘려 있어 위임 종결인지 인용 맥락인지 확정할 수 없으나 명시된 법형식은 대통령령이다.
P00087,필요한 사항은 대통령령으로,판단불가,대통령령,2,문장이 '필요한 사항은 대통령령으로'에서 끝나 종결 표현이 없어 규율권한 위임인지 단정하기 어렵다.
P00088,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 제시되어 있어 실제로 규율권한을 넘기는 종결 구조인지 인용의 일부인지 문맥 없이 확정하기 어렵다.
P00089,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 있어 실제로 규율권한을 넘기는 완결된 위임문인지 맥락 없이 단정하기 어렵다.
P00090,대통령령으로 정한다,판단불가,대통령령,2,문장 전체 맥락이 없이 '대통령령으로 정한다'만 제시되어 위임 여부는 추정되나 단편만으로 판정하기 어렵다.
P00091,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제로 규율권한을 넘기는 종결인지 기존 기준을 수식하는 인용인지 맥락 없이 확정하기 어렵다.
P00092,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 서술이 완결되지 않아 위임인지 문맥상 인용인지 확정하기 어렵다.
P00093,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 끝나 하위 규범 위임의 완결된 문장인지 인용적 수식어인지 맥락 없이 단정하기 어렵다.
P00094,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로 잘려 있어 실제로 규율권한을 넘기는 종결인지 인용 문맥인지 확정하기 어렵다.
P00095,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로만 제시되어 종결 표현과 위임 여부를 확정할 수 없으나 법형식은 대통령령이 명시되어 있다.
P00096,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 표현과 위임 여부를 확정하기 어렵다.
P00097,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로 잘려 있어 실제로 정한다는 위임인지 인용인지 종결 표현이 없어 확정하기 어렵다.
P00098,법률로 정한다,판단불가,해당없음,2,'법률로 정한다'만으로는 하위 규범에 권한을 넘기는지 여부를 알 수 없고 오히려 같은 형식의 법률을 가리켜 위임·인용 판단이 곤란하다.
P00099,대통령령으로 정한다,위임,대통령령,4,문장 자체가 대통령령에 사항을 정하도록 규율권한을 넘기는 위임 표현이다.
P00100,대통령령으로 정하는,판단불가,대통령령,2,"문장이 '대통령령으로 정하는'까지만 제시되어 있어 실제로 규율권한을 넘기는 위임 문장인지, 다른 규범을 수식하는 인용인지 문맥 없이 확정하기 어렵다."
P00101,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 하위 규범 위임의 완결된 문장인지 인용 용례인지 맥락 없이 단정하기 어렵다.
P00102,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 무엇을 어떻게 정하도록 위임하는지 종결 구조가 없어 단독으로는 판정이 어렵다.
P00103,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 끝나 하위 규범 위임 문맥인지 인용 용법인지 단정하기 어렵다.
P00104,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 무엇을 정하도록 위임하는지 문맥상 완결되지 않아 단정하기 어렵다.
P00105,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'만으로 끝나 있어 하위 규범에 권한을 넘기는 종결문인지 단순 수식절인지 맥락 없이 판정하기 어렵다.
P00106,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 무엇을 정하도록 위임하는지 완결된 문맥이 없어 단정하기 어렵다.
P00107,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 종결 여부와 실제 위임인지 인용인지를 단정하기 어렵다.
P00108,교육부령으로 정한다,위임,부령,5,"문장 자체가 종결형으로 교육부령에 사항을 정하도록 규율권한을 넘기며, 교육부령은 부령에 해당한다."
P00109,교육부령으로 정하는,판단불가,부령,2,문장이 '교육부령으로 정하는'으로만 제시되어 종결 표현과 용법이 없어 위임인지 인용인지 단정하기 어렵다.
P00110,교육부장관이 정하는 경미한 부정행위를 한 사람에 대하여는 응시자격을 정지하지 아니한다.,위임,미특정,4,'교육부장관이 정하는'은 하위 기준에 경미한 부정행위의 범위를 맡기는 표현으로 위임이며 법형식은 명시되지 않았다.
P00111,대통령령으로 정하는 특수한 관계에,판단불가,대통령령,2,문장이 '대통령령으로 정하는'까지만 제시되어 잘려 있어 위임인지 전체 문맥상 인용인지 확정하기 어렵다.
P00112,산정방법은 교육부령으로,판단불가,부령,2,"문장이 '산정방법은 교육부령으로'까지만 제시되어 종결 표현이 없어 위임 여부는 단정하기 어렵지만, 명시된 법형식은 교육부령(부령)이다."
P00113,국민기초생활수급자 등 대통령령으로,판단불가,미특정,1,문장이 '국민기초생활수급자 등 대통령령으로'로 잘려 있어 대통령령에 위임하는지 단순 수식·인용인지 판정할 수 없다.
P00114,대통령령으로 정하는 바에 따라 입학전형료의,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에 따라'에서 끊겨 있어 실제로 규율권한을 넘기는 문장 종결인지 단순 인용적 연결인지 확정하기 어렵다.
P00115,못하는 경우 등 대통령령으로,판단불가,대통령령,1,문장이 '못하는 경우 등 대통령령으로'처럼 잘려 있어 위임인지 인용인지 문맥 없이 확정하기 어렵다.
P00116,잔액을 대통령령으로,판단불가,대통령령,2,문장이 '잔액을 대통령령으로'로 잘려 있어 실제로 규율권한 위임인지 문맥 없이 확정하기 어렵다.
P00117,대통령령으로 정하는 학교협의체와,판단불가,대통령령,2,"문장이 명사구 수준으로 잘려 있어 위임의 종결 구조인지 인용의 일부인지 단정하기 어렵지만, 문언상 법형식은 대통령령이 명시되어 있다."
P00118,대통령령으로 정하는 바에,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에'로 불완전하게 잘려 있어 실제로 규율권한을 넘기는 문맥인지 확정하기 어렵다.
P00119,대통령령으로 정하는 사유가,판단불가,대통령령,2,문장이 '대통령령으로 정하는 사유가'로 잘려 있어 전체 규율권한 위임 문장인지 단순 수식인지 확정하기 어렵다.
P00120,대통령령으로 정하는 바에,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에'로 불완전하게 잘려 있어 최종적으로 규율권한을 넘기는 문맥인지 단정하기 어렵다.
P00121,대통령령으로 정하는 사유가,판단불가,대통령령,2,문장이 '대통령령으로 정하는 사유가'로 불완전하게 끝나 있어 위임인지 전체 문맥상 인용인지 단정하기 어렵다.
P00122,대통령령으로 정하는 바에,판단불가,대통령령,2,문장이 '대통령령으로 정하는 바에'로 불완전하게 잘려 있어 위임 종결인지 단순 연결구인지 문맥 없이 확정하기 어렵다.
P00123,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'으로만 잘려 있어 실제로 하위 규범에 권한을 넘기는 종결 구조인지 단정하기 어렵다.
P00124,대통령령으로 정한다,위임,대통령령,5,문장 자체가 종결형으로 대통령령에 사항의 규율권한을 넘기는 명시적 위임이다.
P00125,대통령령으로 정한,판단불가,대통령령,2,문장이 '대통령령으로 정한'으로 잘려 있어 완료형 인용인지 위임 문맥의 일부인지 단독으로는 판정하기 어렵다.
P00126,대통령령으로 정한다,위임,대통령령,4,문장 자체가 종결형으로 대통령령에 사항을 정하도록 하여 규율권한을 넘긴다.
P00127,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 내용이 없어 위임인지 인용인지 확정하기 어렵다.
P00128,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'로 잘려 있어 위임 종결인지 인용 표현인지 문맥 없이 확정하기 어렵다.
P00129,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 표현과 위임 취지가 생략되어 있어 단정하기 어렵다.
P00130,사항은 대통령령으로,판단불가,대통령령,2,문장이 '사항은 대통령령으로'까지만 제시되어 종결 표현과 위임 여부를 확정하기 어렵다.
