id,조문문장,T7_L1,T7_L2,T7_확신도,T7_근거
P00107,대통령령으로 정하는,위임,대통령령,,rule
P00108,교육부령으로 정한다,위임,부령,,rule
P00109,교육부령으로 정하는,위임,부령,,rule
P00110,교육부장관이 정하는 경미한 부정행위를 한 사람에 대하여는 응시자격을 정지하지 아니한다.,위임,미특정,,rule
P00111,대통령령으로 정하는 특수한 관계에,위임,대통령령,,rule
P00112,산정방법은 교육부령으로,위임,부령,,rule
P00113,국민기초생활수급자 등 대통령령으로,위임,대통령령,,rule
P00114,대통령령으로 정하는 바에 따라 입학전형료의,위임,대통령령,,rule
P00115,못하는 경우 등 대통령령으로,위임,대통령령,,rule
P00116,잔액을 대통령령으로,위임,대통령령,,rule
P00117,대통령령으로 정하는 학교협의체와,위임,대통령령,,rule
P00118,대통령령으로 정하는 바에,위임,대통령령,,rule
P00119,대통령령으로 정하는 사유가,위임,대통령령,,rule
P00120,대통령령으로 정하는 바에,위임,대통령령,,rule
P00121,대통령령으로 정하는 사유가,위임,대통령령,,rule
P00122,대통령령으로 정하는 바에,위임,대통령령,,rule
P00123,대통령령으로 정하는,위임,대통령령,,rule
P00124,대통령령으로 정한다,위임,대통령령,,rule
P00125,대통령령으로 정한,인용,해당없음,,rule
P00126,대통령령으로 정한다,위임,대통령령,,rule
P00127,사항은 대통령령으로,위임,대통령령,,rule
P00128,사항은 대통령령으로,위임,대통령령,,rule
P00129,사항은 대통령령으로,위임,대통령령,,rule
P00130,사항은 대통령령으로,위임,대통령령,,rule
P00131,사항은 대통령령으로,위임,대통령령,,rule
P00132,사항은 대통령령으로,위임,대통령령,,rule
P00133,사항은 대통령령으로,위임,대통령령,,rule
P00134,사항은 대통령령으로,위임,대통령령,,rule
P00135,사항은 대통령령으로,위임,대통령령,,rule
P00136,대통령령으로 정한다,위임,대통령령,,rule
P00137,대통령령으로 정하는,위임,대통령령,,rule
P00138,필요가 있는 경우에 대통령령으로 정하는 바에,위임,대통령령,,rule
P00139,필요가 있는 경우에 대통령령으로 정하는 바에,위임,대통령령,,rule
P00140,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,위임,대통령령,,rule
P00141,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,위임,대통령령,,rule
P00142,대통령령으로 정한다,위임,대통령령,,rule
P00143,대통령령으로 정하는,위임,대통령령,,rule
P00144,대통령령으로 정하는,위임,대통령령,,rule
P00145,대통령령으로 정하는,위임,대통령령,,rule
P00146,대통령령으로 정하는,위임,대통령령,,rule
P00147,대통령령으로 정한다,위임,대통령령,,rule
P00148,대통령령으로 정한다,위임,대통령령,,rule
P00149,대통령령으로 정하는 요건,위임,대통령령,,rule
P00150,대통령령으로 정하는 과,위임,대통령령,,rule
P00151,대통령령으로 정하는,위임,대통령령,,rule
P00152,대통령령으로 정한다,위임,대통령령,,rule
P00153,대통령령으로 정한다,위임,대통령령,,rule
P00154,대통령령으로 정하는,위임,대통령령,,rule
P00155,대통령령으로 정한다,위임,대통령령,,rule
P00156,대통령령으로 정하는,위임,대통령령,,rule
P00157,대통령령으로 정하는,위임,대통령령,,rule
P00158,대통령령으로 정한다,위임,대통령령,,rule
P00159,대통령령으로 정한다,위임,대통령령,,rule
P00160,대통령령으로 정하는,위임,대통령령,,rule
P00161,대통령령으로 정하는,위임,대통령령,,rule
P00162,대통령령으로 정하는,위임,대통령령,,rule
P00163,대통령령으로 정하는,위임,대통령령,,rule
P00164,대통령령으로 정한다,위임,대통령령,,rule
P00165,대통령령으로 정하는 요건을,위임,대통령령,,rule
P00166,대통령령으로 정하는 과의,위임,대통령령,,rule
P00167,대통령령으로 정하는,위임,대통령령,,rule
P00168,대통령령으로 정한다,위임,대통령령,,rule
P00169,대통령령으로 정한다,위임,대통령령,,rule
P00170,대통령령으로 정하는 기간 이상,위임,대통령령,,rule
P00171,대통령령으로 정하는 기간,위임,대통령령,,rule
P00172,대통령령으로 정하는 바에 따라,위임,대통령령,,rule
P00173,대통령령으로 정한다,위임,대통령령,,rule
P00174,대통령령으로 정하는,위임,대통령령,,rule
P00175,교육부장관의 지정을 받아 상급 학위과정에의 입학학력이 인정되는 각종학교의 학위 수여에 관하여는 제35조제1항·제6항과 제50조를 준용한다.,인용,해당없음,,rule
P00176,대통령령으로 정하는,위임,대통령령,,rule
P00177,대통령령으로 정하는,위임,대통령령,,rule
P00178,대통령령으로 정한다,위임,대통령령,,rule
P00179,대통령령으로 정한다,위임,대통령령,,rule
P00180,대통령령으로 정한다,위임,대통령령,,rule
P00181,대통령령으로 정하는,위임,대통령령,,rule
P00182,대통령령으로 정하는,위임,대통령령,,rule
P00183,대통령령으로 정한다,위임,대통령령,,rule
P00184,대통령령으로 정한다,위임,대통령령,,rule
P00185,대통령령으로 정한다,위임,대통령령,,rule
P00186,대통령령으로 정한다,위임,대통령령,,rule
P00187,대통령령으로 정한다,위임,대통령령,,rule
P00188,대통령령으로 정하는,위임,대통령령,,rule
P00189,대통령령으로 정하는,위임,대통령령,,rule
P00190,대통령령으로 정한다,위임,대통령령,,rule
P00191,대통령령으로 정한다,위임,대통령령,,rule
P00192,대통령령으로 정하는,위임,대통령령,,rule
P00193,대통령령으로 정한다,위임,대통령령,,rule
P00194,대통령령으로 정한다,위임,대통령령,,rule
P00195,대통령령으로 정한다,위임,대통령령,,rule
P00196,대통령령으로 정한다,위임,대통령령,,rule
P00197,교육통계조사에 관하여 필요한 사항은 교육부장관이 정한다.,판단불가,해당없음,,rule
P00198,대통령령으로 정한다,위임,대통령령,,rule
P00199,교육부령으로 정하는,위임,부령,,rule
P00200,그 밖에 교육부장관이 정하는 사항에 관하여 교육부장관이 정하는 기준에 따라야 한다,위임,미특정,,rule
P00201,그 밖에 교육부장관이 정하는 사항에 관하여 교육부장관이 정하는 기준에 따라야 한다,위임,미특정,,rule
P00202,그 밖에 교육부장관이 정하는 사항에 관하여 교육부장관이 정하는 기준에 따라야 한다,위임,미특정,,rule
P00203,대통령령으로 정한다,위임,대통령령,,rule
P00204,교육부령이 정하는,판단불가,해당없음,,rule
P00205,교육환경 변화에 대응하기 위한 학과등 간의 정원 조정이 필요한 경우 등 교육부장관이 정하는 사유가 있는 경우에는 교육부장관이 정하는,위임,미특정,,rule
P00206,교육환경 변화에 대응하기 위한 학과등 간의 정원 조정이 필요한 경우 등 교육부장관이 정하는 사유가 있는 경우에는 교육부장관이 정하는,위임,미특정,,rule
P00207,교육부령으로 정하는,위임,부령,,rule
P00208,교육부장관이 정하는 사유가 있는 경우에는 교육부장관이 정하는,위임,미특정,,rule
P00209,교육부령으로 정하는,위임,부령,,rule
P00210,대학수학능력시험에 응시하려는 사람은 교육부장관이 정하는 응시수수료를 내야 한다,위임,미특정,,rule
P00211,교육부장관이 정하는 바에 따라 납부한 응시수수료의 전부 또는 일부를 반환받을 수 있다,위임,미특정,,rule
P00212,교육의 위탁을 받은 때에는 교육부장관이 정하는 기간내에,위임,미특정,,rule
P00213,위탁교육의 실시에 관하여 필요한 사항은 교육부장관이 정한다.,판단불가,해당없음,,rule
P00214,대통령령으로 정한다,위임,대통령령,,rule
P00215,설치에 관한 사항은 따로 대통령령으로,위임,대통령령,,rule
P00216,대통령령으로 정한다,위임,대통령령,,rule
P00217,대통령령으로 정한다,위임,대통령령,,rule
P00218,사업성과 평가등의 기준·절차에 관한 세부사항 및 법 제59조의8제4항에 따른 평가결과별 행정적·재정적 지원의 방법 등은 교육부장관이 정한다.,판단불가,해당없음,,rule
P00219,교육부장관이 정하는 규제특례신청서에 다음 각 호의 자료를 첨부하여 규제특례 적용 학년도의 직전,위임,미특정,,rule
P00220,규제특례 부여 여부를 심의하기 위하여 필요한 사항으로서 교육부장관이 정하여 고시하는 자료,위임,미특정,,rule
P00221,규정한 사항 외에 규제특례의 신청 등에 필요한 사항은 교육부장관이 정하여 고시한다.,위임,미특정,,rule
P00222,규제특례의 목적 달성에 영향을 미치지 않는다고 교육부장관이 인정하여 고시하는 사항을 변경하는 경우,판단불가,해당없음,,rule
P00223,교육부장관이 정하는 연장신청서에 다음 각 호의 자료를 첨부하여,위임,미특정,,rule
P00224,규제특례의 연장 등에 필요한 사항은 교육부장관이 정하여 고시한다,위임,미특정,,rule
P00225,"③ 각급학교의 교사 기준면적(연면적을 말한다. 이하 같다)은 별표 1과 같다. 다만, 별표 1에 따른 기준면적(유치원 교사 중 교실 총면적 기준은 제외한다)은 특별시·광역시·특별자치시·도 및 특별자치도 (이하 ""시·도""라 한다)의 교육감(이하 ""시·도교육감""이라 한다)이 각급학교의 학교별 특성을 고려하여 교육상 지장이 없는 범위에서 시·도 조례로 정하는 바에 따라 3분의 1의 범위 안에서 완화할 수 있다.",위임,조례,,rule
P00226,"③ 각급학교의 교사 기준면적(연면적을 말한다. 이하 같다)은 별표 1과 같다. 다만, 별표 1에 따른 기준면적(유치원 교사 중 교실 총면적 기준은 제외한다)은 특별시·광역시·특별자치시·도 및 특별자치도 (이하 ""시·도""라 한다)의 교육감(이하 ""시·도교육감""이라 한다)이 각급학교의 학교별 특성을 고려하여 교육상 지장이 없는 범위에서 시·도 조례로 정하는 바에 따라 3분의 1의 범위 안에서 완화할 수 있다.",위임,조례,,rule
P00227,"③ 각급학교의 교사 기준면적(연면적을 말한다. 이하 같다)은 별표 1과 같다. 다만, 별표 1에 따른 기준면적(유치원 교사 중 교실 총면적 기준은 제외한다)은 특별시·광역시·특별자치시·도 및 특별자치도 (이하 ""시·도""라 한다)의 교육감(이하 ""시·도교육감""이라 한다)이 각급학교의 학교별 특성을 고려하여 교육상 지장이 없는 범위에서 시·도 조례로 정하는 바에 따라 3분의 1의 범위 안에서 완화할 수 있다.",위임,조례,,rule
P00228,교육부령이 정하는,판단불가,해당없음,,rule
P00229,교육부령으로 정한다,위임,부령,,rule
P00230,교육부령으로 정한다,위임,부령,,rule
P00231,교육부령으로 정한다,위임,부령,,rule
P00232,교육부령으로 정하는,위임,부령,,rule
P00233,교육부령이 정하는,판단불가,해당없음,,rule
P00234,시·도교육감은 부득이한 사유가 있는 경우에는 제2조부터 제5조까지에 규정된 기간을 해당 시·도 교육규칙으로 정하는 바에 따라 조정할 수 있다.,위임,교육규칙,,rule
P00235,대통령령으로 정하는,위임,대통령령,,rule
P00236,대통령령으로 정하는,위임,대통령령,,rule
P00237,대통령령으로 정하는,위임,대통령령,,rule
P00238,대통령령으로 정하는,위임,대통령령,,rule
P00239,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00240,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00241,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00242,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00243,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00244,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00245,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00246,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00247,⑥ 교육감은 제5항에 따라 제출받은 영향평가 결과 및 다음 연도 입학전형에의 반영 계획을 시·도의 교육규칙으로 정하는 바에 따라 공표할 수 있다.,위임,교육규칙,,rule
P00248,대통령령으로 정한다,위임,대통령령,,rule
P00249,대통령령으로 정한다,위임,대통령령,,rule
P00250,대통령령으로 정한다,위임,대통령령,,rule
P00251,대통령령으로 정한다,위임,대통령령,,rule
P00252,대통령령으로 정한다,위임,대통령령,,rule
P00253,대통령령으로 정한다,위임,대통령령,,rule
P00254,대통령령으로 정한다,위임,대통령령,,rule
P00255,대통령령으로 정하는,위임,대통령령,,rule
P00256,이행하지 아니하면 대통령령으로 정하는 바에 따라 ,위임,대통령령,,rule
P00257,대통령령으로 정하는,위임,대통령령,,rule
P00258,대통령령으로 정하는,위임,대통령령,,rule
P00259,대통령령으로 정하는 경우,위임,대통령령,,rule
P00260,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00261,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00262,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00263,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00264,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00265,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00266,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00267,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00268,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00269,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00270,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00271,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00272,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00273,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",위임,교육규칙,,rule
P00274,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00275,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00276,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00277,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00278,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00279,필요한 사항은 대통령령으로,위임,대통령령,,rule
P00280,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00281,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00282,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00283,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00284,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00285,검정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00286,검정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00287,검정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,미특정,,rule
P00288,교육부장관이 정하여 고시하는 교과목에 대하여 인정도서를 선정·사용하려는 경우에는,위임,미특정,,rule
P00289,교육부장관이 정하여 고시하는 교과목에 대하여 인정도서를 선정·사용하려는 경우에는,위임,미특정,,rule
P00290,교육부장관이 정하여 고시하는 교과목 외의 교과목에 대하여 인정도서를 선정·사용하려는 경우에는,위임,미특정,,rule
P00291,교육부장관이 정하여 고시하는 교과목 외의 교과목에 대하여 인정도서를 선정·사용하려는 경우에는,위임,미특정,,rule
P00292,교육부장관이 따로 정하여 고시하는 교과목의 경우에는 인정을 신청할 때,판단불가,해당없음,,rule
P00293,교육부장관이 따로 정하여 고시하는 교과목의 경우에는 인정을 신청할 때,판단불가,해당없음,,rule
