id,조문문장,T3_L1,T3_L2,T3_확신도,T3_근거
G0034,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별ㆍ직급별로 구분하여 해당 시ㆍ도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시ㆍ도의 교육규칙으로 정한다.",위임,조례|교육규칙,5,단위기관별 정원을 조례와 교육규칙으로 정하도록 규율권한을 병기하여 위임한다.
G0035,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,위임,조례,4,통지·신청 경유 절차를 지방자치단체 조례가 정하도록 규율권한을 넘긴 부분 위임이다.
G0036,대통령령으로 정한다,위임,대통령령,5,문말 종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘긴다.
G0037,대통령령으로 정한다,위임,대통령령,4,문장이 축약되었으나 '대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 넘기는 위임이다.
G0038,"2. 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례에서 정하는 유치원, 초등학교, 중학교 및 고등학교 또는 이에 준하는 학교에 재학하는 학생에 대한 교습 제한기준을 충족할 것",위임,조례,3,'조례에서 정하는 교습 제한기준'이라는 현재형 부분위임으로 조례에 규율권한을 넘긴다.
G0039,대통령령으로 정한다,위임,대통령령,4,'대통령령으로 정한다'는 종결형 위임 문언으로 규율권한을 대통령령에 넘긴다.
G0040,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,경비 지원에 필요한 사항을 지방자치단체 조례에 정하도록 규율권한을 넘긴다.
G0041,"② 공립 방송통신중학교 및 방송통신고등학교의 수업료등은 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례로 정한다. 다만, 수업료등의 금액은 해당 시·도의 조례에 따라 정해진 공립 고등학교의 수업료등의 금액보다 적어야 한다.",위임,조례,5,공립 방송통신중·고교 수업료등을 시·도 조례로 정하도록 규율권한을 넘긴다.
G0042,필요한 사항은 대통령령으로,판단불가,대통령령,3,문장이 서술어 없이 잘려 있어 위임 종결 여부를 확정할 수 없으나 표지어구는 대통령령이다.
G0043,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,필요한 사항을 해당 지방자치단체의 조례로 정하도록 규율권한을 넘긴다.
G0044,교육부령으로 정하는 발급신청서에,위임,부령,4,발급신청서의 서식을 교육부령에 정하도록 맡기는 부분 위임이다.
G0045,교육부령으로 정하는,판단불가,부령,3,문장이 '교육부령으로 정하는'에서 잘려 규율 대상과 종결 형태를 확인할 수 없어 위임 여부를 확정할 수 없다.
G0046,14. 그 밖에 대통령령이나 시ㆍ도의 조례로 정하는 사항,위임,대통령령|조례,5,학교운영위원회 심의사항을 대통령령과 시·도 조례에 병기 위임한다.
G0047,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,미특정|조례,4,구체적 사항을 장관이 정하도록(형식 미지정) 하고 공립은 조례로 정하도록 규율권한을 넘기는 위임이다.
G0048,"② 방송통신중학교와 방송통신고등학교의 교과에 관하여는 「초·중등교육법 시행령」 제43조를 준용한다. 이 경우 각 교과의 교수(敎授) 요지, 과목, 수업시간수, 그 밖에 학습활동에 관한 사항은 국립 방송통신중학교 및 방송통신고등학교는 교육부장관이 정하고, 공립 방송통신중학교 및 방송통신고등학교는 시·도의 교육규칙으로 정한다.",위임,미특정|교육규칙,4,준용 부분은 인용이나 후단에서 교육부장관이 정하는 것(형식 미특정)과 시·도 교육규칙에 규율권한을 병기하여 위임한다.
G0049,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,미특정|조례,4,"국립은 장관이 정하는 형식 미특정 위임, 공립은 조례 위임으로 두 형식이 병기되었다."
G0050,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 끊겨 있어 위임 대상과 종결 형태를 확인할 수 없다.
G0051,대통령령으로 정하는 일정 배수를,위임,대통령령,3,문장이 잘려 있으나 '대통령령으로 정하는 일정 배수'라는 부분위임 문언이 명확하다.
G0052,"③ 직속기관과 교육지원청 소속 기관의 장의 직급, 하부조직 및 그 사무 분장에 관한 사항은 해당 시ㆍ도의 조례 또는 조례의 위임에 따른 교육규칙으로 정한다.",위임,조례|교육규칙,5,직급·하부조직 등 사항을 조례 또는 조례의 위임에 따른 교육규칙에 넘기는 위임으로 두 법형식이 병기되었다.
G0053,④ 시ㆍ도교육감이 설치한 취업지원센터의 운영 등에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,운영에 필요한 사항의 규율권한을 시·도 조례에 넘기는 위임이다.
G0054,"② 제1항에 따른 소위원회의 구성 및 운영에 필요한 사항은 국립유치원의 경우에는 유치원규칙으로, 공립유치원의 경우에는 시ㆍ도의 조례로, 사립유치원의 경우에는 정관 또는 유치원규칙으로 정한다.",위임,미특정|조례,4,소위원회 구성·운영 사항을 유치원규칙·정관(목록 외 형식이므로 미특정)과 시·도 조례에 넘기는 병기 위임이다.
G0055,대통령령으로 정한다,위임,대통령령,4,문말 '대통령령으로 정한다'로 규율권한을 대통령령에 넘기는 위임 문언이다.
G0056,대통령령으로 정한다,위임,대통령령,4,종결형 '대통령령으로 정한다'로 대통령령에 규율권한을 넘기는 위임이다.
G0057,필요한 사항은 대통령령으로,판단불가,해당없음,3,문장이 '대통령령으로'에서 잘려 종결 문언이 없어 위임 여부를 확정할 수 없다.
G0058,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,고시,4,국정도서 대상 교과목의 결정을 교육부장관의 고시에 맡기는 부분 위임이다.
G0059,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,'조례로 정하는 시설 또는 장소'로 요건 일부의 규율권한을 조례에 넘기는 부분 위임이다.
G0060,대통령령으로 정한다,위임,대통령령,4,문장이 축약되어 있으나 '대통령령으로 정한다'는 종결형으로 대통령령에 규율권한을 넘기는 위임이다.
G0061,법령과,판단불가,해당없음,5,문장이 '법령과'로 잘려 있어 규율권한 이전 여부를 판정할 수 없다.
G0062,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,미특정|조례,4,국립은 장관이 정하도록(형식 미특정) 하고 공립은 조례로 정하도록 병기하여 규율권한을 넘긴다.
G0063,세부사항은 대통령령으로,판단불가,미특정,3,문장이 종결부 없이 잘려 있어 위임 여부를 확정할 수 없으나 '대통령령으로'라는 표지만 남아 있다.
G0064,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,잔여 사항의 규율권한을 지방자치단체 조례에 넘기는 문말 위임이다.
G0065,⑥ 지방자치단체는 해당 지방자치단체의 조례로 정하는 바에 따라 예산의 범위 내에서 「초ㆍ중등교육법」 제2조의 학교에 준하여 제2항에 따른 학력인정 평생교육시설에 필요한 보조금을 교부하거나 그 밖의 지원을 할 수 있다.,위임,조례,4,보조금 교부·지원의 구체적 사항을 조례로 정하도록 규율권한을 넘긴다.
G0066,교육부령으로 정하는,판단불가,부령,3,문장이 '교육부령으로 정하는'에서 잘려 있어 규율권한 이전 여부를 확정할 수 없으나 명시된 법형식은 교육부령이다.
G0067,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,시설 또는 장소의 구체적 지정을 조례에 맡기는 부분 위임이다.
G0068,②제1항의 규정에 따른 지방교육행정협의회의 구성·운영에 관하여 필요한 사항은 교육감과 시·도지사가 협의하여 조례로 정한다.,위임,조례,5,협의회 구성·운영에 필요한 사항을 조례로 정하도록 규율권한을 넘긴다.
G0069,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,대통령령이 정하는 기준에 따라 조례로 정하도록 두 법형식에 규율권한을 넘긴다.
G0070,"⑤교육감 소속하에 보조기관을 두되, 그 설치·운영 등에 관하여 필요한 사항은 대통령령으로 정한 범위 안에서 조례로 정한다.",위임,대통령령|조례,4,보조기관 설치·운영 사항을 대통령령이 정한 범위 내에서 조례로 정하도록 규율권한을 넘기므로 두 법형식을 병기한다.
G0071,교육부령으로 정한다,위임,부령,4,'교육부령으로 정한다'는 종결형 위임으로 부령에 규율권한을 넘긴다.
G0072,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,잔여 사항의 규율권한을 지방자치단체 조례에 넘기는 위임 규정이다.
G0073,② 운영협의회의 구성ㆍ운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정할 수 있다.,위임,조례,5,운영협의회 구성·운영 사항을 지방자치단체 조례로 정하도록 규율권한을 넘긴다.
G0074,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,보호구역 대상 시설·장소의 구체적 범위를 조례로 정하도록 부분 위임한다.
G0075,대통령령으로 정한다,위임,대통령령,4,문장이 단편이지만 '대통령령으로 정한다'는 종결형 위임 문언이다.
G0076,대통령령으로 정하는 사항,위임,대통령령,4,열거 항목 형식이지만 '대통령령으로 정하는'이라는 표지로 하위 규범에 규율사항을 넘기는 부분 위임이다.
G0077,① 교육감은 조직 간 균형 있고 합리적인 정원관리를 위하여 지방공무원의 종류별ㆍ직급별 정원책정기준을 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,정원책정기준을 시·도 조례로 정하도록 규율권한을 넘긴다.
G0078,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,경비 지원에 필요한 나머지 사항을 지방자치단체 조례로 정하도록 규율권한을 넘긴다.
G0079,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,협력체계 구성·운영에 필요한 사항을 시·도 조례에 규율권한으로 넘긴다.
G0080,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,평생학습관 설치·운영에 필요한 사항을 지방자치단체 조례에 넘기는 위임 규정이다.
G0081,"② 제1항에 따른 숙박시설의 위치, 환경기준, 시설·설비기준, 영양사 및 생활지도 담당인력 배치기준 등에 관한 사항은 지역적 여건과 학원의 규모 등을 고려하여 시·도 조례로 정한다.",위임,조례,5,숙박시설 기준 등 세부사항을 시·도 조례로 정하도록 규율권한을 넘긴다.
G0082,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,위임,조례,4,통지·신청 절차의 경유 방식을 해당 지방자치단체 조례가 정하도록 규율권한을 넘긴다.
G0083,"①교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무의 일부를 보조기관, 소속교육기관 또는 하급교육행정기관에 위임할 수 있다.",위임,조례|교육규칙,4,사무 위임의 구체적 사항을 조례 또는 교육규칙에 넘기는 병기 위임이다.
G0084,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,필요한 사항을 지방자치단체 조례로 정하도록 규율권한을 넘긴다.
G0085,4. 해당 지역에 거주하는 학생·학부모 등을 대상으로 실시한 여론조사 결과가 시·도 조례로 정하는 기준을 충족할 것. 이 경우 여론조사 내용에는 제3호 각 목의 사항이 포함되어야 한다.,위임,조례,4,요건 기준을 시·도 조례로 정하도록 맡긴 부분 위임이다.
G0086,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,인용,해당없음,3,영에 근거해 이미 존재하는 지방자치단체 인사규칙의 내용을 요건으로 원용한 것이어서 인용에 해당한다.
G0087,② 교육감은 해당 교육규칙으로 정하는 바에 따라 제3조에 따른 인접 학교용지의 확보에 관한 업무와 교육감의 의견 표시에 관한 업무를 시·군·구의 교육장에게 위임할 수 있다.,위임,교육규칙,4,교육규칙으로 정하는 바에 따라 권한 위임 사항을 규율하도록 교육규칙에 규율권한을 넘긴다.
G0088,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,필요한 사항을 지방자치단체 조례로 정하도록 규율권한을 넘긴다.
G0089,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,구성·운영 사항의 규율권한을 지방자치단체 조례에 넘기는 위임이다.
G0090,대통령령으로 정한다,위임,대통령령,4,종결형 '대통령령으로 정한다'로 규율권한을 대통령령에 넘기는 위임 문언이다.
G0091,그 밖에 지정외부감사대상학교법인의 선정 또는 지정외부감사인의 지정에 필요한 세부사항은 교육부장관이 정하여 고시한다.,위임,고시,5,세부사항을 교육부장관의 고시로 정하도록 규율권한을 넘긴다.
G0092,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,위임,조례,4,'조례로 정하는 바에 따라'로 평생교육진흥사업의 실시·지원 사항을 조례에 규율하도록 넘긴다.
G0093,표준교육과정의 세부 기준에 관하여 필요한 사항은 교육부장관이 정한다.,위임,미특정,5,세부 기준 규율권한을 교육부장관에게 넘기되 법형식은 지정하지 않았다.
G0094,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,평생학습관 설치·운영에 필요한 사항을 지방자치단체 조례로 정하도록 규율권한을 넘긴다.
G0095,교육부장관이 정하는 수수료를 원장에게 내야 한다.,위임,미특정,4,'교육부장관이 정하는 수수료'로 법형식을 지정하지 않고 수수료 결정 권한을 넘기는 부분 위임이다.
G0096,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'에서 잘려 무엇을 위임하는지 확인할 수 없어 판정이 불가하다.
G0097,"⑤ 제1항부터 제4항까지의 규정에서 정한 사항 외에 납부고지서의 서식, 그 밖에 부담금의 부과ㆍ징수에 필요한 사항은 특별시ㆍ광역시ㆍ특별자치시ㆍ도 또는 특별자치도(이하 “시ㆍ도”라 한다)의 조례로 정한다.",위임,조례,5,납부고지서 서식 등 부과·징수에 필요한 사항을 시·도 조례로 정하도록 규율권한을 넘긴다.
G0098,대통령령으로 정하는,판단불가,대통령령,2,문장이 '대통령령으로 정하는'에서 잘려 있어 위임 대상과 종결 형태를 확인할 수 없다.
G0099,대통령령으로 정한다,위임,대통령령,5,문말 종결형 '대통령령으로 정한다'로 규율권한을 대통령령에 넘긴다.
G0100,14. 그 밖에 대통령령이나 시ㆍ도의 조례로 정하는 사항,위임,대통령령|조례,5,대통령령과 시·도 조례에 규율할 사항을 병기하여 위임한다.
G0101,"⑥ 법 제6조제1항 각 호의 어느 하나에 해당하는 자(이하 “평가서작성자”라 한다)는 교육환경평가서를 작성ㆍ제출한 후 다음 각 호의 어느 하나에 해당하게 된 경우에는 그 사실을 즉시 교육감에게 통보하고, 해당 사유가 발생한 날부터 45일 이내에 교육환경평가서를 다시 작성하여 교육감에게 제출해야 한다. 이 경우 교육환경평가서의 내용 등은 제1항 및 제3항에 따르되, 교육규칙으로 정하는 바에 따라 그 내용의 일부를 생략할 수 있다.",위임,교육규칙,4,교육환경평가서 내용 일부 생략에 관한 사항을 교육감 제정 교육규칙에 정하도록 규율권한을 넘긴다.
G0102,대통령령으로 정한다,위임,대통령령,4,종결형 '대통령령으로 정한다'로 하위 규범에 규율권한을 넘긴다.
G0103,교육부령으로 정한다,위임,부령,4,'교육부령으로 정한다'는 종결형으로 부령에 규율권한을 넘기는 위임이다.
G0104,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,미특정|조례,4,"국립은 장관이 정하도록 형식 미특정 위임, 공립은 조례로 위임하여 병기한다."
G0105,교육부령으로 정한다,위임,부령,5,문말 종결형 '교육부령으로 정한다'로 부령에 규율권한을 넘기는 위임이다.
G0106,2. 제2항에 따른 지역다문화교육지원센터의 경우: 해당 시ㆍ도의 조례,위임,조례,4,각 호 구분에 따라 지역다문화교육지원센터 관련 사항을 시·도 조례로 정하도록 규율권한을 넘기는 위임이다.
G0107,교육감은 그 소관 사무의 범위 안에서 필요한 때에는 대통령령 또는 조례로 정하는 바에 따라 교육기관을 설치할 수 있다.,위임,대통령령|조례,4,교육기관 설치에 관한 사항을 '대통령령 또는 조례로 정하는 바에 따라'라고 하여 두 법형식에 규율권한을 넘긴다.
G0108,④ 시ㆍ도교육감이 설치한 취업지원센터의 운영 등에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,문말 종결형으로 시·도 조례에 운영 사항의 규율권한을 넘긴다.
G0109,"2. 그 밖에 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시·도의 조례로 미리 학부모의 의견을 수렴하도록 정한 사항",인용,해당없음,4,완료형 '정한 사항'으로 이미 학칙·조례에 규정된 사항을 가리키는 인용이다.
G0110,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,필요한 사항을 해당 지방자치단체의 조례로 정하도록 규율권한을 넘긴다.
G0111,대통령령으로 정한다,위임,대통령령,4,문장이 단편적이나 '대통령령으로 정한다'는 종결형 위임 문언이다.
G0112,교육부령으로 정한 급식기준,인용,해당없음,4,완료형 '정한 급식기준'은 이미 존재하는 교육부령상 기준을 가리키는 인용이다.
G0113,"①교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무의 일부를 보조기관, 소속교육기관 또는 하급교육행정기관에 위임할 수 있다",위임,조례|교육규칙,4,'조례 또는 교육규칙으로 정하는 바에 따라'로 위임 사무의 범위 결정을 두 하위 규범에 병기하여 넘긴다.
