id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
G0011,"2. 도 및 특별자치도에 있는 고등학교: 매년 학생으로부터 받은 수업료 및 입학금 총액의 3퍼센트 이상으로 하되, 구체적인 기준은 해당 도 및 특별자치도의 교육규칙으로 정할 것",위임,교육규칙,5,문장이 규율권한을 도·특별자치도의 교육규칙에 넘기며('구체적인 기준은 ... 교육규칙으로 정할 것') 명확한 위임 형태이다. 표지어구에 '특별자치도의 교육규칙'이 제시되어 법형식은 교육규칙이다.
G0012,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
G0013,"① 제23조, 제24조 및 제25조의2에 따른 가산점의 부여 기준ㆍ요건 및 가산점 평정대상기간 등 가산점 부여에 필요한 사항은 해당 지방자치단체의 교육규칙으로 정한다.",위임,교육규칙,5,문장이 '~은 ... 교육규칙으로 정한다'로 끝나며 규율권한을 교육규칙에 넘기고 있어 명백한 위임이다.
G0014,① 시·도의회의 교육·학예에 관한 사무를 처리하기 위하여 조례로 정하는 바에 따라 시·도의회의 사무처에 지원조직과 사무직원을 둔다.,위임,조례,5,문장이 시·도의회의 사무처에 지원조직과 사무직원을 두는 것을 '조례로 정하는 바에 따라'라며 규율권한을 조례에 넘기고 있어 위임에 해당한다.
G0015,사항은 교육부령으로,위임,부령,4,"문장이 '사항은 교육부령으로'처럼 규율권한을 하위 규범(교육부령)에 맡기는 형태로 끝나므로 위임이며, 표지어구에 '교육부령'이 있어 법형식은 부령로 판단됨."
G0016,대통령령으로 정하는 사람,위임,대통령령,5,문장이 '대통령령으로 정하는 사람'으로 대통령령에 규율권한을 넘겨 요건을 정하도록 위임하고 있으므로 위임으로 판단됨.
G0017,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 지방자치단체 조례에 넘기므로 위임에 해당한다.
G0018,④ 기금의 설치ㆍ운용에 관하여 필요한 사항은 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 조례로 정한다'라며 규율권한을 하위규범(조례)에 넘기고 있어 위임에 해당한다.
G0019,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '교육부령으로 정한다'라며 규율권한을 하위 규범(교육부령)에 맡기고 있다.
G0020,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '교육부령으로 정한다'라며 규율권한을 하위 규범인 부령에 넘기고 있어 위임으로 판단됨. 표지어구가 '교육부령'이므로 법형식은 '부령'.
G0021,"② 보육교직원의 보육 활동 보호에 관한 다음 각 호의 사항을 심의하기 위하여 시·도에 시·도보육활동보호위원회를 둔다. 다만, 시·도보육활동보호위원회는 그 기능을 담당하기에 적합한 다른 위원회가 있고 그 위원회의 위원이 제3항에 따른 자격을 갖춘 경우에는 시·도의 조례로 정하는 바에 따라 그 위원회가 시·도보육활동보호위원회의 기능을 대신할 수 있다.",위임,조례,5,문장은 시·도의 조례로 정하는 바에 따라 다른 위원회가 기능을 대신할 수 있다고 하여 조례에 규율권한을 넘기고 있다.
G0022,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 하위 규범(조례)에 맡기고 있어 위임으로 본다.
G0023,법률로 정한다,판단불가,해당없음,3,문장이 단어 '법률'만으로 끝나며 맥락과 완결된 규범형식(예: '법률로 정한다' 전체 문장이 잘려 있는지 불명)으로 판단하기 어려움.
G0024,"교육감은 법 제20조에 따라 법 제19조에 따른 출입·검사·수거 등, 법 제21조에 따른 행정처분 등의 요청 및 법 제25조에 따른 과태료 부과·징수권한을 조례로 정하는 바에 따라 교육장에게 위임할 수 있다.",위임,조례,5,문장이 교육감이 권한을 '조례로 정하는 바에 따라 교육장에게 위임할 수 있다'고 명시하여 규율권한을 하위규범(조례)으로 넘기고 있다.
G0025,⑥ 제1항부터 제5항까지에서 규정한 사항 외에 조정위원회의 구성·운영 등에 관한 구체적인 사항은 시·도 교육규칙으로 정한다.,위임,교육규칙,5,문장이 '구체적인 사항은 시·도 교육규칙으로 정한다'고 명백히 규율권한을 하위 규범(교육규칙)으로 넘기고 있어 위임으로 판단됨.
G0026,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,조례,5,"문장이 '정한다'로 규율권한을 상위법에서 하위 규범(교육부장관이 정함, 지방자치단체의 조례로 정함)에게 넘기므로 포괄적 위임이며, 법형식으로 교육부장관(미특정이지만 행정명칭 병기)이 명시되고 조례도 병기되어 있어 '교육부장관|조례'로 표기함."
G0027,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 지방자치단체의 조례로 정한다'라고 규율권한을 하위 규범(조례)으로 넘기고 있어 위임으로 판단된다.
G0028,② 제1항에 따른 특성화고등학교 지정·운영위원회의 구성 및 운영에 필요한 사항은 시·도 교육규칙으로 정한다.,위임,교육규칙,5,문장이 종결형으로 '필요한 사항은 ... 교육규칙으로 정한다'며 규율권한을 하위 규범(교육규칙)에게 넘기고 있으므로 위임으로 판정함.
G0029,② 특별시장·광역시장·특별자치시장·도지사·특별자치도지사 및 시장·군수·구청장은 조례로 정하는 바에 따라 제1항 각 호의 경비의 전부 또는 일부를 방과후 과정을 운영하거나 제12조에 따른 수업일수를 초과하여 운영하는 유치원에 지원할 수 있다.,위임,조례,5,문장이 조례로 정하는 바에 따라 경비 전부 또는 일부를 지원할 수 있다고 규정하여 규율권한을 하위 규범(조례)으로 넘기고 있다.
G0030,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,조례,5,문장이 '구체적인 사항은 ... 정하고'로 규율권한을 상향하여 위임하며 법형식으로 교육부장관(미특정 관청이지만 문언상 행정청 지시)과 '조례'를 병기하므로 '교육부장관|조례'로 표기함.
G0031,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 단독으로 '대통령령으로 정한다'라 하여 규율권한을 하위규범(대통령령)으로 넘기고 있다.
G0032,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 대통령령에 규율권한을 넘겨 하위 규범으로 정하도록 하는 종결형 위임 표현이다.
G0033,③ 제2조제2호가목에 따른 평생교육기관의 설치자는 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 “시ㆍ도”라 한다)의 조례로 정하는 바에 따라 평생교육시설의 운영과 관련하여 그 시설의 이용자에게 발생한 생명ㆍ신체상의 손해를 배상할 것을 내용으로 하는 보험가입 또는 공제사업에의 가입 등 필요한 안전조치를 하여야 한다,위임,조례,5,문장이 행정기관(시·도)의 '조례로 정하는 바에 따라'라고 규율권한을 특정 형식에 넘기고 있어 하위 규범에 규율권한을 위임하는 문언이다.
G0034,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별ㆍ직급별로 구분하여 해당 시ㆍ도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시ㆍ도의 교육규칙으로 정한다.",위임,조례|교육규칙,5,문장이 '해당 시·도의 조례로 정한다' 및 '해당 시·도의 교육규칙으로 정한다'로 규율권한을 하위 규범에 명시적으로 넘기고 있어 포괄적·부분적 위임에 해당한다.
G0035,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,위임,조례,5,문장이 '해당 지방자치단체의 조례로 정하는 바에 따라 ... 할 수 있다'라고 규정하여 일부 요건·방식을 조례에 위임하므로 위임으로 판단된다.
G0036,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라고 규율권한을 하위 법령(대통령령)에게 넘기고 있어 포괄적 위임으로 판단됨.
G0037,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위법인 대통령령에 위임한다.
G0038,"2. 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례에서 정하는 유치원, 초등학교, 중학교 및 고등학교 또는 이에 준하는 학교에 재학하는 학생에 대한 교습 제한기준을 충족할 것",위임,조례,5,"문장이 '조례에서 정하는 ... 기준을 충족할 것'으로 규율할 사항의 범위를 조례에 맡기고 있어 위임이며, 형식으로 '조례'를 명시하고 있다."
G0039,대통령령으로 정한다,위임,대통령령,5,문장이 종결적으로 '대통령령으로 정한다'라며 규율권한을 하위규범(대통령령)으로 넘기고 있어 위임에 해당한다.
G0040,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 하위 규범(조례)에게 넘기고 있어 포괄적 위임에 해당한다.
G0041,"② 공립 방송통신중학교 및 방송통신고등학교의 수업료등은 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례로 정한다. 다만, 수업료등의 금액은 해당 시·도의 조례에 따라 정해진 공립 고등학교의 수업료등의 금액보다 적어야 한다.",위임,조례,5,문장이 수업료 등을 ‘조례로 정한다’고 명시하여 규율권한을 하위 규범(조례)에게 넘기고 있다.
G0042,필요한 사항은 대통령령으로,위임,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 종결되어 규율권한을 대통령령에 넘기는 포괄적 위임 표현임. 다만 문장이 불완전하여 확신을 다소 낮춤.
G0043,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ...의 조례로 정한다'로 규율권한을 하위 규범(조례)에게 명시적으로 넘기고 있어 위임에 해당한다.
G0044,교육부령으로 정하는 발급신청서에,판단불가,미특정,4,문장이 단락 일부로 보이며 주어와 서술이 완결되지 않아 위임인지 인용인지 판정 불가. 다만 '교육부령으로 정하는'이라는 표현이 있어 법형식은 특정되지 않은 행정입법(교육부령)을 지시하는 것으로 보임.
G0045,교육부령으로 정하는,위임,부령,5,"문장이 '교육부령으로 정하는'으로 끝나며 문언상 규율범위를 하위법령(부령)에 맡기므로 위임에 해당하고, 표지어구에 따라 법형식은 부령으로 명시됨."
G0046,14. 그 밖에 대통령령이나 시ㆍ도의 조례로 정하는 사항,위임,대통령령|조례,5,"문장이 '대통령령이나 시·도의 조례로 정하는 사항'이라고 규정해 규율권한을 하위 규범(대통령령 및 조례)에 넘기고 있으며, 두 법형식을 병기되어 있어 '|'로 연결함."
G0047,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,조례,5,"문장이 '구체적인 사항은 ...이 정하고, ...조례로 정한다'로 규율권한을 다른 주체와 조례에 넘기고 있어 명백한 위임이다. 두 법형식 병기되어 '|'로 연결함."
G0048,"② 방송통신중학교와 방송통신고등학교의 교과에 관하여는 「초·중등교육법 시행령」 제43조를 준용한다. 이 경우 각 교과의 교수(敎授) 요지, 과목, 수업시간수, 그 밖에 학습활동에 관한 사항은 국립 방송통신중학교 및 방송통신고등학교는 교육부장관이 정하고, 공립 방송통신중학교 및 방송통신고등학교는 시·도의 교육규칙으로 정한다.",인용,교육규칙,5,"문장 앞부분에서 '「초·중등교육법 시행령」 제43조를 준용한다'로 준용 규정이 있어 인용이며, 뒤이어 공립 학교의 사항을 '시·도의 교육규칙으로 정한다'라고 명시하므로 법형식은 '교육규칙'이다."
G0049,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,조례,5,"문장이 '정한다'로 규율권한을 상급 규범에서 하위 규범(교육부장관이 정함, 조례로 정함)에게 넘기고 있어 위임이며, 두 법형식(교육부장관·조례)이 병기되어 있어 '|'로 연결함."
G0050,대통령령으로 정하는,위임,대통령령,5,"문장이 '대통령령으로 정하는'으로 끝나며 규율권한의 일부 또는 전부를 대통령령에 위임하는 표현이므로 위임이고, 법형식은 대통령령으로 명시되어 있다."
G0051,대통령령으로 정하는 일정 배수를,위임,대통령령,4,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 부분위임 형태로 보임. 다만 문장이 미완성이라 판단불가 여지도 있어 중간 수준 확신을 줌.
G0052,"③ 직속기관과 교육지원청 소속 기관의 장의 직급, 하부조직 및 그 사무 분장에 관한 사항은 해당 시ㆍ도의 조례 또는 조례의 위임에 따른 교육규칙으로 정한다.",위임,조례|교육규칙,5,"문장이 기관장의 직급·하부조직·사무분장 등 규율권한을 조례 또는 조례의 위임에 따른 교육규칙에 맡기므로 명백한 위임이며, 법형식으로 조례와 교육규칙을 병기하였음."
G0053,④ 시ㆍ도교육감이 설치한 취업지원센터의 운영 등에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 하위 규범인 조례에 명시적으로 넘기고 있어 전형적인 위임 규정이다.
G0054,"② 제1항에 따른 소위원회의 구성 및 운영에 필요한 사항은 국립유치원의 경우에는 유치원규칙으로, 공립유치원의 경우에는 시ㆍ도의 조례로, 사립유치원의 경우에는 정관 또는 유치원규칙으로 정한다.",위임,조례,5,"문장이 '정한다'로 규율권한을 하위 규범(유치원규칙, 조례, 정관 등)에게 명시적으로 이전하고 있어 위임이며, 표지어구에 '조례로' 있어 법형식은 조례로 특정됨."
G0055,대통령령으로 정한다,위임,대통령령,5,종결형 문장 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 넘기고 있다.
G0056,대통령령으로 정한다,위임,대통령령,5,종결형 문장 '대통령령으로 정한다'로 규율권한을 하위법(대통령령)으로 넘기고 법형식이 명시되어 있다.
G0057,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기므로 포괄적 위임으로 판단된다.
G0058,국정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,위임,고시,5,문장이 '교육부장관이 정하여 고시하는'으로 규율권한을 교육부장관의 고시로 넘기며 새 규범 제정을 지시한다.
G0059,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 조례에 규율권한을 명시적으로 넘기고 있으므로 위임에 해당한다.
G0060,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 상위법에서 대통령령에 위임한다.
G0061,법령과,판단불가,미특정,3,문장이 '법령' 단어만 있어 문맥·구문이 불완전하여 위임인지 인용인지 판단할 수 없음. 형식 지정도 없어 미특정으로 표기.
G0062,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",위임,조례,5,"문장이 ‘정한다’로 규율권한을 상위법에서 하위 주체(교육부장관, 지방자치단체의 조례)에 넘기고 있어 위임이며, 법형식이 병기되어 있어 '교육부장관|조례'로 표기함."
G0063,세부사항은 대통령령으로,위임,대통령령,5,문장이 '세부사항은 대통령령으로'로 종결되어 규율권한을 대통령령에 넘기는 위임형태임.
G0064,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 해당 지방자치단체의 조례로 정한다'로 규율권한을 조례에 넘기므로 위임에 해당하고 법형식으로 '조례'를 명시하고 있다.
G0065,⑥ 지방자치단체는 해당 지방자치단체의 조례로 정하는 바에 따라 예산의 범위 내에서 「초ㆍ중등교육법」 제2조의 학교에 준하여 제2항에 따른 학력인정 평생교육시설에 필요한 보조금을 교부하거나 그 밖의 지원을 할 수 있다.,위임,조례,5,문장이 '해당 지방자치단체의 조례로 정하는 바에 따라'라고 규정하여 규율권한을 조례에 넘기고 있다. 예산의 범위 내에서 조례에 따라 보조금 교부·지원 방식을 정하도록 위임하는 문언임.
G0066,교육부령으로 정하는,위임,부령,4,"'교육부령으로 정하는'은 규율 내용의 일부를 하위 규범(교육부령)에 위임하는 표현이므로 위임에 해당하며, 문언상 지정된 법형식은 부령(교육부령)이다."
G0067,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,5,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 조례에 정하도록 규율권한을 넘기므로 위임으로 판단된다.
G0068,②제1항의 규정에 따른 지방교육행정협의회의 구성·운영에 관하여 필요한 사항은 교육감과 시·도지사가 협의하여 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'라고 규정하여 규율권한을 조례에 명시적으로 넘기고 있다.
G0069,⑥ 그 밖에 시ㆍ도지원센터 또는 지역지원센터의 지정 및 지정 취소의 기준ㆍ절차 등에 필요한 사항은 대통령령으로 정하는 기준에 따라 해당 시ㆍ도의 조례로 정한다.,위임,대통령령|조례,5,문장이 규율권한을 하위 규범에 넘기며 대통령령에 따른 기준으로 시·도의 조례로 정하도록 지시하므로 포괄적·부분적 위임으로 판단됨. 대통령령과 조례가 병기되어 있어 '|'로 연결함.
G0070,"⑤교육감 소속하에 보조기관을 두되, 그 설치·운영 등에 관하여 필요한 사항은 대통령령으로 정한 범위 안에서 조례로 정한다.",위임,대통령령|조례,5,문장이 보조기관의 설치·운영 등에 관한 사항을 상위 규범에서 하위 규범(대통령령의 범위 안에서 조례)으로 규율권한을 넘기고 있어 명백한 위임이다; 대통령령과 조례가 병기되어 있어 '|'로 연결한다.
G0071,교육부령으로 정한다,위임,부령,5,"문장이 종결형으로 '정한다'라고 하여 규율권한을 하위 규범(교육부령)에 넘기므로 위임이며, 표지어구에 따라 법형식은 '부령'으로 특정됨."
G0072,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,"문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 지방자치단체 조례에 넘기고 있으므로 위임이며, 명시적 법형식은 '조례'이다."
G0073,② 운영협의회의 구성ㆍ운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정할 수 있다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정할 수 있다'처럼 규율권한을 조례에 넘기는 위임형태로 명시한다.
G0074,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,위임,조례,4,문장이 '조례로 정하는' 형태로 시설·장소의 범위를 하위 규범(조례)에 위임하고 있어 규율권한을 넘긴다.
G0075,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 넘기고 있어 명백한 위임이다.
G0076,대통령령으로 정하는 사항,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정하는 사항'이라 하여 규율권한을 하위규범(대통령령)에 넘기고 있다.
G0077,① 교육감은 조직 간 균형 있고 합리적인 정원관리를 위하여 지방공무원의 종류별ㆍ직급별 정원책정기준을 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 조직·정원관리에 관한 사항의 범위를 '해당 시·도의 조례로 정한다'고 명시하여 규율권한을 하위 규범(조례)으로 넘긴다.
G0078,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'라고 명확히 규율권한을 하위 규범인 조례에 넘기고 있으므로 위임으로 판정됨.
G0079,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 해당 시·도의 조례로 정한다'라고 규정하여 규율 권한을 조례에 전적으로 위임하므로 위임이며 지정된 법형식은 조례이다.
G0080,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 설치·운영 등에 필요한 사항을 해당 지방자치단체의 조례로 정한다고 규정하여 규율권한을 하위 규범(조례)에게 넘긴다.
G0081,"② 제1항에 따른 숙박시설의 위치, 환경기준, 시설·설비기준, 영양사 및 생활지도 담당인력 배치기준 등에 관한 사항은 지역적 여건과 학원의 규모 등을 고려하여 시·도 조례로 정한다.",위임,조례,5,문장이 숙박시설 등 구체 사항을 '시·도 조례로 정한다'고 명시하여 규율권한을 하위 규범인 조례에 넘기므로 위임에 해당한다.
G0082,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,위임,조례,5,"문장이 지방자치단체의 조례에 따라 통지·제출 방식을 정하도록 규율권한 일부를 부여하므로 위임이며, 명시적으로 '조례로 정하는 바에 따라'라 하여 법형식은 조례이다."
G0083,"①교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무의 일부를 보조기관, 소속교육기관 또는 하급교육행정기관에 위임할 수 있다.",위임,조례|교육규칙,5,"문장이 '조례 또는 교육규칙으로 정하는 바에 따라 ... 사무의 일부를 ... 위임할 수 있다'로 규율권한을 하위 규범(조례, 교육규칙)에 넘기고 있으므로 위임이며, 법형식은 조례와 교육규칙이 병기되어 있어 '조례|교육규칙'로 표기한다."
G0084,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 지방자치단체 조례에 위임하고 있으므로 위임이며 법형식은 조례이다.
G0085,4. 해당 지역에 거주하는 학생·학부모 등을 대상으로 실시한 여론조사 결과가 시·도 조례로 정하는 기준을 충족할 것. 이 경우 여론조사 내용에는 제3호 각 목의 사항이 포함되어야 한다.,위임,조례,5,문장이 '시·도 조례로 정하는 기준을 충족할 것'으로 규율권한을 조례에 맡기는 종결형 위임 표현이며 구체적 기준을 조례에 정하도록 한다.
G0086,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,인용,해당없음,5,문장이 '영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라'라고 다른 규칙(인사규칙)을 지칭하여 해당 규정을 따르도록 하고 있어 준용/인용에 해당한다. 법형식 자체를 특정하지 않고 다른 규범을 가리키므로 L1은 인용이며 L2는 해당없음.
G0087,② 교육감은 해당 교육규칙으로 정하는 바에 따라 제3조에 따른 인접 학교용지의 확보에 관한 업무와 교육감의 의견 표시에 관한 업무를 시·군·구의 교육장에게 위임할 수 있다.,위임,교육규칙,5,문장이 '교육규칙으로 정하는 바에 따라 ... 위임할 수 있다'라고 하여 규율권한을 하위 규범(교육규칙)에 넘기고 있다.
G0088,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '지방자치단체의 조례로 정한다'라고 규율권한을 하위 규범(조례)에게 넘기고 있어 위임에 해당함.
G0089,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 지방자치단체의 조례로 정한다'고 명확히 규율권한을 조례에 넘기므로 위임이며 법형식은 조례이다.
G0090,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 ‘대통령령으로 정한다’라며 하위규범(대통령령)에 규율권한을 명백히 넘긴다.
